Overriding: device = cuda
Overriding: compile = False
tokens per iteration will be: 4,096
found vocab_size = 36 (inside data\tool\meta.pkl)
Initializing a new model from scratch
number of parameters: 3.16M
C:\Users\Rayya\cs_gpt_tool\GPT-tool\train.py:199: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
num decayed parameter tensors: 18, with 3,220,480 parameters
num non-decayed parameter tensors: 9, with 2,304 parameters
iter 444: loss 0.4414, time 24.09ms, mfu 1.10%
iter 445: loss 0.4123, time 32.05ms, mfu 1.08%
iter 446: loss 0.4381, time 24.38ms, mfu 1.09%
iter 447: loss 0.4564, time 33.56ms, mfu 1.07%
iter 448: loss 0.4061, time 25.48ms, mfu 1.07%
iter 449: loss 0.4170, time 27.62ms, mfu 1.07%
iter 450: loss 0.4207, time 26.21ms, mfu 1.07%
iter 451: loss 0.4257, time 27.00ms, mfu 1.07%
iter 452: loss 0.3980, time 23.19ms, mfu 1.09%
iter 453: loss 0.3931, time 33.95ms, mfu 1.07%
iter 454: loss 0.3922, time 24.78ms, mfu 1.08%
iter 455: loss 0.4008, time 24.79ms, mfu 1.09%
iter 456: loss 0.3899, time 31.42ms, mfu 1.07%
iter 457: loss 0.3998, time 32.83ms, mfu 1.05%
iter 458: loss 0.4135, time 24.31ms, mfu 1.07%
iter 459: loss 0.4003, time 26.02ms, mfu 1.07%
iter 460: loss 0.4281, time 33.43ms, mfu 1.05%
iter 461: loss 0.4134, time 24.25ms, mfu 1.07%
iter 462: loss 0.4227, time 24.93ms, mfu 1.08%
iter 463: loss 0.4289, time 27.90ms, mfu 1.07%
iter 464: loss 0.4211, time 30.52ms, mfu 1.06%
iter 465: loss 0.4214, time 25.07ms, mfu 1.07%
iter 466: loss 0.4089, time 32.21ms, mfu 1.05%
iter 467: loss 0.3911, time 23.35ms, mfu 1.07%
iter 468: loss 0.4124, time 30.33ms, mfu 1.06%
iter 469: loss 0.4148, time 26.24ms, mfu 1.06%
iter 470: loss 0.3829, time 25.65ms, mfu 1.07%
iter 471: loss 0.4030, time 26.33ms, mfu 1.07%
iter 472: loss 0.3972, time 31.78ms, mfu 1.06%
iter 473: loss 0.3903, time 35.75ms, mfu 1.03%
iter 474: loss 0.3889, time 20.35ms, mfu 1.07%
iter 475: loss 0.3972, time 32.30ms, mfu 1.05%
iter 476: loss 0.3881, time 24.90ms, mfu 1.07%
iter 477: loss 0.3931, time 33.62ms, mfu 1.05%
iter 478: loss 0.3892, time 21.77ms, mfu 1.07%
iter 479: loss 0.3804, time 32.92ms, mfu 1.05%
iter 480: loss 0.3984, time 25.44ms, mfu 1.06%
iter 481: loss 0.4117, time 34.97ms, mfu 1.04%
iter 482: loss 0.3940, time 21.66ms, mfu 1.07%
iter 483: loss 0.4049, time 29.57ms, mfu 1.06%
iter 484: loss 0.3961, time 27.24ms, mfu 1.06%
iter 485: loss 0.3879, time 25.03ms, mfu 1.07%
iter 486: loss 0.4046, time 32.67ms, mfu 1.05%
iter 487: loss 0.3987, time 26.48ms, mfu 1.06%
iter 488: loss 0.4136, time 30.49ms, mfu 1.05%
iter 489: loss 0.4035, time 29.43ms, mfu 1.04%
iter 490: loss 0.3848, time 27.83ms, mfu 1.04%
iter 491: loss 0.3734, time 23.33ms, mfu 1.06%
iter 492: loss 0.3800, time 24.10ms, mfu 1.07%
iter 493: loss 0.3883, time 25.36ms, mfu 1.08%
iter 494: loss 0.4051, time 33.61ms, mfu 1.06%
iter 495: loss 0.3711, time 22.21ms, mfu 1.08%
iter 496: loss 0.3940, time 33.21ms, mfu 1.06%
iter 497: loss 0.3791, time 24.04ms, mfu 1.08%
iter 498: loss 0.3995, time 26.19ms, mfu 1.08%
iter 499: loss 0.3852, time 32.23ms, mfu 1.06%
step 500: train loss 0.3861, val loss 0.3895
saving checkpoint to out-addition-cot
iter 500: loss 0.3845, time 468.57ms, mfu 0.96%
iter 501: loss 0.3820, time 30.11ms, mfu 0.96%
iter 502: loss 0.3821, time 26.73ms, mfu 0.97%
iter 503: loss 0.4046, time 24.19ms, mfu 1.00%
iter 504: loss 0.3854, time 30.22ms, mfu 0.99%
iter 505: loss 0.3905, time 26.16ms, mfu 1.00%
iter 506: loss 0.3849, time 24.59ms, mfu 1.02%
iter 507: loss 0.4019, time 36.36ms, mfu 1.00%
iter 508: loss 0.3957, time 38.96ms, mfu 0.97%
iter 509: loss 0.3748, time 32.42ms, mfu 0.97%
iter 510: loss 0.3735, time 34.19ms, mfu 0.95%
iter 511: loss 0.3828, time 33.85ms, mfu 0.94%
iter 512: loss 0.3808, time 31.90ms, mfu 0.94%
iter 513: loss 0.3687, time 25.87ms, mfu 0.96%
iter 514: loss 0.3822, time 26.39ms, mfu 0.97%
iter 515: loss 0.3752, time 22.58ms, mfu 1.00%
iter 516: loss 0.3663, time 29.56ms, mfu 1.00%
iter 517: loss 0.3687, time 30.18ms, mfu 1.00%
iter 518: loss 0.3558, time 29.86ms, mfu 1.00%
iter 519: loss 0.3575, time 32.73ms, mfu 0.98%
iter 520: loss 0.3726, time 27.51ms, mfu 0.99%
iter 521: loss 0.3676, time 20.36ms, mfu 1.03%
iter 522: loss 0.3754, time 36.52ms, mfu 1.01%
iter 523: loss 0.3609, time 25.93ms, mfu 1.02%
iter 524: loss 0.3571, time 25.75ms, mfu 1.03%
iter 525: loss 0.3768, time 25.22ms, mfu 1.04%
iter 526: loss 0.3702, time 23.63ms, mfu 1.06%
iter 527: loss 0.3895, time 35.77ms, mfu 1.04%
iter 528: loss 0.3731, time 28.25ms, mfu 1.04%
iter 529: loss 0.3632, time 25.44ms, mfu 1.05%
iter 530: loss 0.3750, time 28.67ms, mfu 1.04%
iter 531: loss 0.3805, time 28.54ms, mfu 1.04%
iter 532: loss 0.3928, time 25.17ms, mfu 1.05%
iter 533: loss 0.3890, time 30.75ms, mfu 1.04%
iter 534: loss 0.3796, time 25.04ms, mfu 1.05%
iter 535: loss 0.3768, time 28.09ms, mfu 1.05%
iter 536: loss 0.3720, time 29.48ms, mfu 1.04%
iter 537: loss 0.3706, time 27.71ms, mfu 1.04%
iter 538: loss 0.3636, time 32.54ms, mfu 1.03%
iter 539: loss 0.3582, time 27.29ms, mfu 1.03%
iter 540: loss 0.3452, time 26.00ms, mfu 1.04%
iter 541: loss 0.3479, time 30.90ms, mfu 1.03%
iter 542: loss 0.3636, time 25.74ms, mfu 1.04%
iter 543: loss 0.3731, time 29.64ms, mfu 1.03%
iter 544: loss 0.3665, time 20.80ms, mfu 1.07%
iter 545: loss 0.3643, time 32.26ms, mfu 1.05%
iter 546: loss 0.3468, time 34.67ms, mfu 1.03%
iter 547: loss 0.3577, time 24.02ms, mfu 1.05%
iter 548: loss 0.3476, time 22.45ms, mfu 1.07%
iter 549: loss 0.3472, time 33.40ms, mfu 1.05%
iter 550: loss 0.3455, time 31.64ms, mfu 1.04%
iter 551: loss 0.3481, time 25.67ms, mfu 1.05%
iter 552: loss 0.3467, time 24.48ms, mfu 1.06%
iter 553: loss 0.3460, time 32.06ms, mfu 1.05%
iter 554: loss 0.3548, time 28.26ms, mfu 1.04%
iter 555: loss 0.3413, time 20.93ms, mfu 1.08%
iter 556: loss 0.3414, time 36.24ms, mfu 1.05%
iter 557: loss 0.3722, time 29.43ms, mfu 1.04%
iter 558: loss 0.3614, time 24.77ms, mfu 1.06%
iter 559: loss 0.3620, time 25.34ms, mfu 1.07%
iter 560: loss 0.3577, time 30.25ms, mfu 1.05%
iter 561: loss 0.3555, time 23.92ms, mfu 1.07%
iter 562: loss 0.3586, time 30.19ms, mfu 1.06%
iter 563: loss 0.3427, time 30.29ms, mfu 1.05%
iter 564: loss 0.3621, time 27.41ms, mfu 1.05%
iter 565: loss 0.3570, time 25.13ms, mfu 1.06%
iter 566: loss 0.3661, time 32.87ms, mfu 1.04%
iter 567: loss 0.3449, time 31.60ms, mfu 1.03%
iter 568: loss 0.3826, time 24.75ms, mfu 1.04%
iter 569: loss 0.3607, time 33.30ms, mfu 1.03%
iter 570: loss 0.3606, time 27.30ms, mfu 1.03%
iter 571: loss 0.3387, time 28.90ms, mfu 1.03%
iter 572: loss 0.3642, time 27.55ms, mfu 1.03%
iter 573: loss 0.3529, time 31.16ms, mfu 1.02%
iter 574: loss 0.3356, time 24.10ms, mfu 1.04%
iter 575: loss 0.3544, time 36.21ms, mfu 1.01%
iter 576: loss 0.3465, time 22.13ms, mfu 1.04%
iter 577: loss 0.3521, time 34.25ms, mfu 1.02%
iter 578: loss 0.3914, time 21.94ms, mfu 1.05%
iter 579: loss 0.3575, time 35.71ms, mfu 1.03%
iter 580: loss 0.3442, time 21.66ms, mfu 1.06%
iter 581: loss 0.3507, time 29.52ms, mfu 1.05%
iter 582: loss 0.3281, time 26.85ms, mfu 1.06%
iter 583: loss 0.3461, time 25.08ms, mfu 1.07%
iter 584: loss 0.3346, time 36.41ms, mfu 1.04%
iter 585: loss 0.3467, time 28.93ms, mfu 1.04%
iter 586: loss 0.3314, time 28.52ms, mfu 1.03%
iter 587: loss 0.3339, time 27.63ms, mfu 1.04%
iter 588: loss 0.3533, time 31.36ms, mfu 1.02%
iter 589: loss 0.3617, time 24.02ms, mfu 1.04%
iter 590: loss 0.3379, time 24.41ms, mfu 1.06%
iter 591: loss 0.3352, time 35.46ms, mfu 1.03%
iter 592: loss 0.3445, time 31.49ms, mfu 1.02%
iter 593: loss 0.3323, time 27.58ms, mfu 1.02%
iter 594: loss 0.3429, time 29.46ms, mfu 1.02%
iter 595: loss 0.3651, time 24.92ms, mfu 1.04%
iter 596: loss 0.3398, time 26.52ms, mfu 1.04%
iter 597: loss 0.3419, time 30.01ms, mfu 1.03%
iter 598: loss 0.3488, time 25.69ms, mfu 1.04%
iter 599: loss 0.3473, time 29.32ms, mfu 1.04%
iter 600: loss 0.3271, time 26.79ms, mfu 1.04%
iter 601: loss 0.3430, time 23.56ms, mfu 1.06%
iter 602: loss 0.3421, time 31.63ms, mfu 1.05%
iter 603: loss 0.3258, time 24.13ms, mfu 1.06%
iter 604: loss 0.3369, time 25.01ms, mfu 1.07%
iter 605: loss 0.3319, time 33.89ms, mfu 1.05%
iter 606: loss 0.3554, time 27.56ms, mfu 1.05%
iter 607: loss 0.3516, time 27.58ms, mfu 1.05%
iter 608: loss 0.3421, time 24.59ms, mfu 1.06%
iter 609: loss 0.3550, time 36.27ms, mfu 1.04%
iter 610: loss 0.3548, time 23.32ms, mfu 1.06%
iter 611: loss 0.3315, time 29.96ms, mfu 1.05%
iter 612: loss 0.3394, time 28.60ms, mfu 1.05%
iter 613: loss 0.3368, time 29.65ms, mfu 1.04%
iter 614: loss 0.3332, time 22.20ms, mfu 1.07%
iter 615: loss 0.3331, time 32.42ms, mfu 1.05%
iter 616: loss 0.3321, time 30.61ms, mfu 1.04%
iter 617: loss 0.3128, time 25.79ms, mfu 1.05%
iter 618: loss 0.3316, time 40.36ms, mfu 1.01%
iter 619: loss 0.3317, time 26.02ms, mfu 1.02%
iter 620: loss 0.3312, time 23.32ms, mfu 1.05%
iter 621: loss 0.3434, time 27.52ms, mfu 1.05%
iter 622: loss 0.3314, time 22.93ms, mfu 1.07%
iter 623: loss 0.3231, time 33.76ms, mfu 1.05%
iter 624: loss 0.3181, time 33.62ms, mfu 1.03%
iter 625: loss 0.3323, time 28.22ms, mfu 1.03%
iter 626: loss 0.3197, time 22.03ms, mfu 1.06%
iter 627: loss 0.3256, time 33.25ms, mfu 1.04%
iter 628: loss 0.3142, time 24.04ms, mfu 1.06%
iter 629: loss 0.3354, time 24.34ms, mfu 1.07%
iter 630: loss 0.3174, time 32.50ms, mfu 1.05%
iter 631: loss 0.3250, time 24.22ms, mfu 1.07%
iter 632: loss 0.3242, time 31.89ms, mfu 1.05%
iter 633: loss 0.3262, time 24.90ms, mfu 1.06%
iter 634: loss 0.3192, time 26.13ms, mfu 1.07%
iter 635: loss 0.3349, time 31.60ms, mfu 1.05%
iter 636: loss 0.3098, time 25.73ms, mfu 1.06%
iter 637: loss 0.3345, time 23.69ms, mfu 1.08%
iter 638: loss 0.3138, time 33.39ms, mfu 1.06%
iter 639: loss 0.3152, time 30.66ms, mfu 1.04%
iter 640: loss 0.3373, time 24.63ms, mfu 1.06%
iter 641: loss 0.3188, time 27.66ms, mfu 1.06%
iter 642: loss 0.3417, time 28.69ms, mfu 1.05%
iter 643: loss 0.3357, time 30.51ms, mfu 1.04%
iter 644: loss 0.3370, time 25.11ms, mfu 1.05%
iter 645: loss 0.3320, time 28.31ms, mfu 1.05%
iter 646: loss 0.3127, time 27.72ms, mfu 1.05%
iter 647: loss 0.3285, time 27.23ms, mfu 1.05%
iter 648: loss 0.3129, time 20.97ms, mfu 1.08%
iter 649: loss 0.3224, time 26.54ms, mfu 1.09%
iter 650: loss 0.3171, time 31.17ms, mfu 1.07%
iter 651: loss 0.3260, time 25.40ms, mfu 1.08%
iter 652: loss 0.3321, time 23.24ms, mfu 1.09%
iter 653: loss 0.3175, time 31.06ms, mfu 1.08%
iter 654: loss 0.3162, time 25.47ms, mfu 1.08%
iter 655: loss 0.3268, time 25.12ms, mfu 1.09%
iter 656: loss 0.3237, time 32.59ms, mfu 1.07%
iter 657: loss 0.3087, time 34.40ms, mfu 1.05%
iter 658: loss 0.3121, time 26.22ms, mfu 1.05%
iter 659: loss 0.3186, time 25.71ms, mfu 1.06%
iter 660: loss 0.3345, time 29.79ms, mfu 1.05%
iter 661: loss 0.3442, time 24.53ms, mfu 1.07%
iter 662: loss 0.3318, time 31.96ms, mfu 1.05%
iter 663: loss 0.3226, time 24.85ms, mfu 1.06%
iter 664: loss 0.3282, time 29.00ms, mfu 1.06%
iter 665: loss 0.3216, time 24.61ms, mfu 1.07%
iter 666: loss 0.3209, time 26.84ms, mfu 1.07%
iter 667: loss 0.3185, time 22.57ms, mfu 1.09%
iter 668: loss 0.3224, time 32.66ms, mfu 1.07%
iter 669: loss 0.3197, time 32.61ms, mfu 1.05%
iter 670: loss 0.3122, time 23.58ms, mfu 1.07%
iter 671: loss 0.3134, time 31.68ms, mfu 1.05%
iter 672: loss 0.3211, time 25.16ms, mfu 1.06%
iter 673: loss 0.3142, time 31.18ms, mfu 1.05%
iter 674: loss 0.3254, time 31.14ms, mfu 1.04%
iter 675: loss 0.3151, time 33.62ms, mfu 1.02%
iter 676: loss 0.3185, time 24.46ms, mfu 1.04%
iter 677: loss 0.3102, time 28.83ms, mfu 1.03%
iter 678: loss 0.3382, time 33.18ms, mfu 1.02%
iter 679: loss 0.3375, time 21.31ms, mfu 1.05%
iter 680: loss 0.3124, time 30.01ms, mfu 1.04%
iter 681: loss 0.3086, time 31.05ms, mfu 1.03%
iter 682: loss 0.3157, time 28.22ms, mfu 1.03%
iter 683: loss 0.3198, time 29.45ms, mfu 1.03%
iter 684: loss 0.3173, time 25.92ms, mfu 1.04%
iter 685: loss 0.3128, time 33.93ms, mfu 1.02%
iter 686: loss 0.2968, time 27.17ms, mfu 1.02%
iter 687: loss 0.3123, time 24.55ms, mfu 1.04%
iter 688: loss 0.3127, time 25.83ms, mfu 1.05%
iter 689: loss 0.3213, time 29.82ms, mfu 1.04%
iter 690: loss 0.3084, time 24.37ms, mfu 1.06%
iter 691: loss 0.3119, time 32.95ms, mfu 1.04%
iter 692: loss 0.3117, time 26.95ms, mfu 1.04%
iter 693: loss 0.3183, time 29.82ms, mfu 1.03%
iter 694: loss 0.3111, time 26.99ms, mfu 1.04%
iter 695: loss 0.3271, time 29.14ms, mfu 1.03%
iter 696: loss 0.3176, time 24.54ms, mfu 1.05%
iter 697: loss 0.3204, time 28.67ms, mfu 1.05%
iter 698: loss 0.3147, time 33.23ms, mfu 1.03%
iter 699: loss 0.3424, time 21.95ms, mfu 1.06%
iter 700: loss 0.3173, time 30.30ms, mfu 1.05%
iter 701: loss 0.3108, time 24.17ms, mfu 1.06%
iter 702: loss 0.3137, time 28.38ms, mfu 1.06%
iter 703: loss 0.3016, time 26.25ms, mfu 1.06%
iter 704: loss 0.3116, time 30.25ms, mfu 1.05%
iter 705: loss 0.3355, time 28.71ms, mfu 1.05%
iter 706: loss 0.3169, time 21.59ms, mfu 1.08%
iter 707: loss 0.3305, time 33.80ms, mfu 1.06%
iter 708: loss 0.3261, time 24.01ms, mfu 1.07%
iter 709: loss 0.3177, time 25.08ms, mfu 1.08%
iter 710: loss 0.3160, time 26.42ms, mfu 1.08%
iter 711: loss 0.2986, time 31.68ms, mfu 1.06%
iter 712: loss 0.3121, time 30.62ms, mfu 1.05%
iter 713: loss 0.3252, time 24.63ms, mfu 1.07%
iter 714: loss 0.3070, time 25.18ms, mfu 1.07%
iter 715: loss 0.3052, time 29.13ms, mfu 1.07%
iter 716: loss 0.3180, time 26.23ms, mfu 1.07%
iter 717: loss 0.2988, time 31.41ms, mfu 1.06%
iter 718: loss 0.3156, time 29.10ms, mfu 1.05%
iter 719: loss 0.3209, time 19.50ms, mfu 1.09%
iter 720: loss 0.3052, time 31.25ms, mfu 1.08%
iter 721: loss 0.2949, time 25.13ms, mfu 1.08%
iter 722: loss 0.3017, time 33.26ms, mfu 1.06%
iter 723: loss 0.3079, time 28.03ms, mfu 1.06%
iter 724: loss 0.3194, time 28.35ms, mfu 1.06%
iter 725: loss 0.3029, time 24.78ms, mfu 1.07%
iter 726: loss 0.3165, time 27.80ms, mfu 1.07%
iter 727: loss 0.3157, time 23.61ms, mfu 1.08%
iter 728: loss 0.3091, time 31.54ms, mfu 1.07%
iter 729: loss 0.2961, time 22.81ms, mfu 1.09%
iter 730: loss 0.3154, time 32.77ms, mfu 1.07%
iter 731: loss 0.3143, time 29.44ms, mfu 1.06%
iter 732: loss 0.3089, time 23.06ms, mfu 1.08%
iter 733: loss 0.3144, time 27.26ms, mfu 1.08%
iter 734: loss 0.2919, time 24.19ms, mfu 1.09%
iter 735: loss 0.3360, time 29.87ms, mfu 1.08%
iter 736: loss 0.3044, time 20.60ms, mfu 1.11%
iter 737: loss 0.3009, time 37.39ms, mfu 1.08%
iter 738: loss 0.3008, time 27.49ms, mfu 1.07%
iter 739: loss 0.2860, time 25.24ms, mfu 1.08%
iter 740: loss 0.2948, time 27.43ms, mfu 1.08%
iter 741: loss 0.2872, time 28.22ms, mfu 1.07%
iter 742: loss 0.2944, time 24.21ms, mfu 1.09%
iter 743: loss 0.3149, time 26.20ms, mfu 1.09%
iter 744: loss 0.3071, time 30.62ms, mfu 1.07%
iter 745: loss 0.2998, time 24.02ms, mfu 1.09%
iter 746: loss 0.3153, time 33.49ms, mfu 1.07%
iter 747: loss 0.3020, time 22.00ms, mfu 1.09%
iter 748: loss 0.3124, time 32.11ms, mfu 1.07%
iter 749: loss 0.2865, time 23.40ms, mfu 1.09%
step 750: train loss 0.2943, val loss 0.2962
saving checkpoint to out-addition-cot
iter 750: loss 0.2939, time 468.16ms, mfu 0.99%
iter 751: loss 0.2881, time 22.86ms, mfu 1.01%
iter 752: loss 0.2999, time 24.28ms, mfu 1.03%
iter 753: loss 0.3004, time 32.26ms, mfu 1.02%
iter 754: loss 0.3045, time 25.00ms, mfu 1.03%
iter 755: loss 0.2912, time 24.45ms, mfu 1.05%
iter 756: loss 0.2974, time 32.38ms, mfu 1.03%
iter 757: loss 0.2831, time 24.92ms, mfu 1.05%
iter 758: loss 0.3002, time 28.31ms, mfu 1.04%
iter 759: loss 0.2992, time 30.71ms, mfu 1.03%
iter 760: loss 0.2896, time 32.12ms, mfu 1.02%
iter 761: loss 0.3108, time 22.87ms, mfu 1.05%
iter 762: loss 0.2910, time 24.98ms, mfu 1.06%
iter 763: loss 0.2952, time 35.11ms, mfu 1.03%
iter 764: loss 0.3022, time 27.24ms, mfu 1.04%
iter 765: loss 0.2966, time 26.04ms, mfu 1.04%
iter 766: loss 0.2906, time 25.05ms, mfu 1.06%
iter 767: loss 0.2961, time 29.25ms, mfu 1.05%
iter 768: loss 0.2953, time 28.60ms, mfu 1.05%
iter 769: loss 0.2910, time 32.49ms, mfu 1.03%
iter 770: loss 0.2916, time 17.76ms, mfu 1.09%
iter 771: loss 0.2857, time 31.14ms, mfu 1.07%
iter 772: loss 0.2899, time 30.71ms, mfu 1.06%
iter 773: loss 0.3049, time 27.80ms, mfu 1.06%
iter 774: loss 0.2999, time 22.16ms, mfu 1.08%
iter 775: loss 0.3060, time 25.31ms, mfu 1.09%
iter 776: loss 0.2893, time 36.64ms, mfu 1.06%
iter 777: loss 0.3045, time 25.24ms, mfu 1.07%
iter 778: loss 0.3016, time 25.16ms, mfu 1.08%
iter 779: loss 0.2968, time 22.81ms, mfu 1.10%
iter 780: loss 0.2857, time 33.53ms, mfu 1.07%
iter 781: loss 0.2949, time 24.39ms, mfu 1.09%
iter 782: loss 0.2848, time 26.61ms, mfu 1.09%
iter 783: loss 0.3135, time 29.70ms, mfu 1.08%
iter 784: loss 0.2869, time 24.18ms, mfu 1.09%
iter 785: loss 0.3020, time 26.82ms, mfu 1.09%
iter 786: loss 0.2977, time 39.31ms, mfu 1.05%
iter 787: loss 0.2962, time 36.09ms, mfu 1.03%
iter 788: loss 0.2887, time 27.11ms, mfu 1.03%
iter 789: loss 0.3011, time 24.02ms, mfu 1.05%
iter 790: loss 0.3452, time 28.75ms, mfu 1.04%
iter 791: loss 0.3566, time 27.38ms, mfu 1.05%
iter 792: loss 0.3130, time 23.73ms, mfu 1.06%
iter 793: loss 0.3002, time 29.37ms, mfu 1.06%
iter 794: loss 0.3332, time 25.62ms, mfu 1.06%
iter 795: loss 0.2910, time 23.10ms, mfu 1.08%
iter 796: loss 0.2896, time 29.12ms, mfu 1.07%
iter 797: loss 0.2952, time 28.82ms, mfu 1.07%
iter 798: loss 0.3137, time 30.04ms, mfu 1.06%
iter 799: loss 0.2842, time 25.70ms, mfu 1.06%
iter 800: loss 0.2964, time 29.05ms, mfu 1.06%
iter 801: loss 0.2821, time 21.58ms, mfu 1.09%
iter 802: loss 0.2939, time 31.16ms, mfu 1.07%
iter 803: loss 0.2983, time 27.74ms, mfu 1.07%
iter 804: loss 0.2944, time 19.93ms, mfu 1.11%
iter 805: loss 0.2929, time 32.01ms, mfu 1.09%
iter 806: loss 0.2967, time 29.67ms, mfu 1.08%
iter 807: loss 0.2792, time 26.59ms, mfu 1.08%
iter 808: loss 0.3028, time 23.34ms, mfu 1.09%
iter 809: loss 0.2793, time 29.33ms, mfu 1.08%
iter 810: loss 0.2867, time 27.06ms, mfu 1.08%
iter 811: loss 0.2849, time 24.96ms, mfu 1.09%
iter 812: loss 0.2880, time 27.29ms, mfu 1.09%
iter 813: loss 0.2901, time 29.03ms, mfu 1.08%
iter 814: loss 0.2978, time 30.36ms, mfu 1.07%
iter 815: loss 0.2926, time 26.08ms, mfu 1.07%
iter 816: loss 0.3085, time 29.25ms, mfu 1.06%
iter 817: loss 0.2955, time 26.48ms, mfu 1.07%
iter 818: loss 0.2863, time 31.20ms, mfu 1.05%
iter 819: loss 0.3026, time 27.91ms, mfu 1.05%
iter 820: loss 0.3058, time 28.38ms, mfu 1.05%
iter 821: loss 0.2993, time 24.88ms, mfu 1.06%
iter 822: loss 0.2995, time 26.38ms, mfu 1.06%
iter 823: loss 0.2875, time 32.30ms, mfu 1.05%
iter 824: loss 0.2861, time 27.37ms, mfu 1.05%
iter 825: loss 0.2734, time 28.85ms, mfu 1.04%
iter 826: loss 0.2991, time 20.18ms, mfu 1.08%
iter 827: loss 0.2823, time 31.15ms, mfu 1.07%
iter 828: loss 0.2820, time 31.98ms, mfu 1.05%
iter 829: loss 0.2930, time 30.35ms, mfu 1.04%
iter 830: loss 0.2750, time 26.77ms, mfu 1.05%
iter 831: loss 0.2901, time 29.91ms, mfu 1.04%
iter 832: loss 0.2928, time 26.97ms, mfu 1.04%
iter 833: loss 0.2814, time 32.73ms, mfu 1.03%
iter 834: loss 0.2739, time 23.28ms, mfu 1.05%
iter 835: loss 0.2834, time 24.00ms, mfu 1.06%
iter 836: loss 0.2853, time 32.82ms, mfu 1.05%
iter 837: loss 0.2958, time 26.18ms, mfu 1.05%
iter 838: loss 0.2941, time 22.77ms, mfu 1.07%
iter 839: loss 0.3006, time 31.90ms, mfu 1.06%
iter 840: loss 0.2991, time 27.43ms, mfu 1.06%
iter 841: loss 0.3055, time 29.25ms, mfu 1.05%
iter 842: loss 0.2880, time 24.21ms, mfu 1.07%
iter 843: loss 0.2762, time 25.23ms, mfu 1.07%
iter 844: loss 0.2989, time 32.98ms, mfu 1.05%
iter 845: loss 0.2939, time 24.64ms, mfu 1.07%
iter 846: loss 0.2960, time 32.27ms, mfu 1.05%
iter 847: loss 0.2913, time 33.15ms, mfu 1.03%
iter 848: loss 0.2801, time 28.67ms, mfu 1.03%
iter 849: loss 0.2981, time 26.87ms, mfu 1.04%
iter 850: loss 0.2963, time 32.25ms, mfu 1.02%
iter 851: loss 0.2871, time 29.42ms, mfu 1.02%
iter 852: loss 0.2912, time 30.58ms, mfu 1.01%
iter 853: loss 0.2892, time 26.01ms, mfu 1.02%
iter 854: loss 0.2772, time 33.62ms, mfu 1.01%
iter 855: loss 0.2952, time 26.41ms, mfu 1.01%
iter 856: loss 0.2835, time 25.86ms, mfu 1.03%
iter 857: loss 0.2746, time 31.87ms, mfu 1.01%
iter 858: loss 0.2865, time 27.55ms, mfu 1.02%
iter 859: loss 0.2912, time 28.38ms, mfu 1.02%
iter 860: loss 0.2872, time 30.01ms, mfu 1.01%
iter 861: loss 0.2785, time 28.47ms, mfu 1.01%
iter 862: loss 0.2610, time 29.46ms, mfu 1.01%
iter 863: loss 0.2844, time 25.41ms, mfu 1.02%
iter 864: loss 0.2725, time 28.26ms, mfu 1.02%
iter 865: loss 0.2787, time 29.37ms, mfu 1.02%
iter 866: loss 0.2716, time 24.22ms, mfu 1.04%
iter 867: loss 0.2846, time 39.65ms, mfu 1.01%
iter 868: loss 0.2923, time 16.33ms, mfu 1.08%
iter 869: loss 0.2801, time 32.55ms, mfu 1.06%
iter 870: loss 0.2724, time 24.64ms, mfu 1.08%
iter 871: loss 0.2671, time 30.48ms, mfu 1.06%
iter 872: loss 0.2823, time 26.31ms, mfu 1.07%
iter 873: loss 0.2907, time 24.74ms, mfu 1.08%
iter 874: loss 0.2622, time 31.35ms, mfu 1.06%
iter 875: loss 0.2839, time 29.91ms, mfu 1.05%
iter 876: loss 0.2838, time 26.83ms, mfu 1.06%
iter 877: loss 0.2702, time 24.62ms, mfu 1.07%
iter 878: loss 0.2785, time 31.06ms, mfu 1.05%
iter 879: loss 0.2741, time 26.13ms, mfu 1.06%
iter 880: loss 0.2688, time 26.68ms, mfu 1.06%
iter 881: loss 0.2666, time 28.62ms, mfu 1.06%
iter 882: loss 0.2756, time 24.33ms, mfu 1.07%
iter 883: loss 0.2840, time 32.12ms, mfu 1.05%
iter 884: loss 0.2699, time 26.23ms, mfu 1.06%
iter 885: loss 0.2663, time 29.89ms, mfu 1.05%
iter 886: loss 0.2614, time 27.95ms, mfu 1.05%
iter 887: loss 0.2741, time 28.87ms, mfu 1.04%
iter 888: loss 0.2754, time 28.44ms, mfu 1.04%
iter 889: loss 0.2612, time 27.99ms, mfu 1.04%
iter 890: loss 0.3012, time 27.18ms, mfu 1.04%
iter 891: loss 0.2703, time 33.88ms, mfu 1.03%
iter 892: loss 0.2727, time 31.10ms, mfu 1.02%
iter 893: loss 0.2704, time 21.27ms, mfu 1.05%
iter 894: loss 0.2795, time 32.22ms, mfu 1.04%
iter 895: loss 0.2736, time 28.90ms, mfu 1.03%
iter 896: loss 0.2747, time 23.37ms, mfu 1.05%
iter 897: loss 0.2685, time 29.23ms, mfu 1.05%
iter 898: loss 0.2686, time 25.03ms, mfu 1.06%
