Overriding: device = cuda
Overriding: compile = False
tokens per iteration will be: 4,096
found vocab_size = 36 (inside data\tool\meta.pkl)
Initializing a new model from scratch
number of parameters: 3.16M
C:\Users\Rayya\cs_gpt_tool\GPT-tool\train.py:199: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
num decayed parameter tensors: 18, with 3,220,480 parameters
num non-decayed parameter tensors: 9, with 2,304 parameters
iter 444: loss 0.4414, time 33.94ms, mfu 1.04%
iter 445: loss 0.4123, time 28.52ms, mfu 1.04%
iter 446: loss 0.4381, time 29.41ms, mfu 1.04%
iter 447: loss 0.4564, time 24.14ms, mfu 1.05%
iter 448: loss 0.4061, time 26.73ms, mfu 1.06%
iter 449: loss 0.4170, time 36.83ms, mfu 1.03%
iter 450: loss 0.4207, time 25.01ms, mfu 1.04%
iter 451: loss 0.4257, time 30.41ms, mfu 1.03%
iter 452: loss 0.3980, time 27.45ms, mfu 1.04%
iter 453: loss 0.3931, time 26.19ms, mfu 1.04%
iter 454: loss 0.3922, time 30.16ms, mfu 1.03%
iter 455: loss 0.4008, time 33.21ms, mfu 1.02%
iter 456: loss 0.3899, time 24.31ms, mfu 1.04%
iter 457: loss 0.3998, time 33.57ms, mfu 1.02%
iter 458: loss 0.4135, time 24.96ms, mfu 1.03%
iter 459: loss 0.4003, time 23.08ms, mfu 1.06%
iter 460: loss 0.4281, time 31.59ms, mfu 1.04%
iter 461: loss 0.4134, time 25.05ms, mfu 1.05%
iter 462: loss 0.4227, time 32.69ms, mfu 1.04%
iter 463: loss 0.4289, time 23.72ms, mfu 1.06%
iter 464: loss 0.4211, time 24.44ms, mfu 1.07%
iter 465: loss 0.4214, time 25.31ms, mfu 1.08%
iter 466: loss 0.4089, time 31.65ms, mfu 1.06%
iter 467: loss 0.3911, time 23.41ms, mfu 1.08%
iter 468: loss 0.4124, time 25.15ms, mfu 1.09%
iter 469: loss 0.4148, time 28.06ms, mfu 1.08%
iter 470: loss 0.3829, time 29.55ms, mfu 1.07%
iter 471: loss 0.4030, time 26.88ms, mfu 1.07%
iter 472: loss 0.3972, time 23.04ms, mfu 1.09%
iter 473: loss 0.3903, time 25.03ms, mfu 1.10%
iter 474: loss 0.3889, time 28.13ms, mfu 1.09%
iter 475: loss 0.3972, time 33.03ms, mfu 1.07%
iter 476: loss 0.3881, time 26.14ms, mfu 1.07%
iter 477: loss 0.3931, time 25.44ms, mfu 1.08%
iter 478: loss 0.3892, time 25.06ms, mfu 1.09%
iter 479: loss 0.3804, time 32.52ms, mfu 1.07%
iter 480: loss 0.3984, time 26.65ms, mfu 1.07%
iter 481: loss 0.4117, time 21.36ms, mfu 1.10%
iter 482: loss 0.3940, time 34.28ms, mfu 1.07%
iter 483: loss 0.4049, time 31.84ms, mfu 1.06%
iter 484: loss 0.3961, time 29.25ms, mfu 1.05%
iter 485: loss 0.3879, time 29.76ms, mfu 1.04%
iter 486: loss 0.4046, time 29.57ms, mfu 1.04%
iter 487: loss 0.3987, time 27.08ms, mfu 1.04%
iter 488: loss 0.4136, time 28.69ms, mfu 1.04%
iter 489: loss 0.4035, time 24.10ms, mfu 1.05%
iter 490: loss 0.3848, time 28.31ms, mfu 1.05%
iter 491: loss 0.3734, time 31.02ms, mfu 1.04%
iter 492: loss 0.3800, time 28.62ms, mfu 1.04%
iter 493: loss 0.3883, time 29.08ms, mfu 1.03%
iter 494: loss 0.4051, time 22.44ms, mfu 1.06%
iter 495: loss 0.3711, time 33.29ms, mfu 1.04%
iter 496: loss 0.3940, time 34.65ms, mfu 1.02%
iter 497: loss 0.3791, time 31.46ms, mfu 1.01%
iter 498: loss 0.3995, time 29.84ms, mfu 1.01%
iter 499: loss 0.3852, time 25.17ms, mfu 1.02%
step 500: train loss 0.3861, val loss 0.3895
saving checkpoint to out-addition-cot
iter 500: loss 0.3845, time 472.99ms, mfu 0.92%
iter 501: loss 0.3820, time 33.70ms, mfu 0.92%
iter 502: loss 0.3821, time 25.80ms, mfu 0.94%
iter 503: loss 0.4046, time 21.14ms, mfu 0.98%
iter 504: loss 0.3854, time 32.86ms, mfu 0.97%
iter 505: loss 0.3905, time 30.76ms, mfu 0.97%
iter 506: loss 0.3849, time 25.28ms, mfu 0.99%
iter 507: loss 0.4019, time 25.08ms, mfu 1.00%
iter 508: loss 0.3957, time 25.58ms, mfu 1.02%
iter 509: loss 0.3748, time 32.65ms, mfu 1.00%
iter 510: loss 0.3735, time 30.74ms, mfu 1.00%
iter 511: loss 0.3828, time 25.79ms, mfu 1.01%
iter 512: loss 0.3808, time 28.80ms, mfu 1.01%
iter 513: loss 0.3687, time 28.46ms, mfu 1.01%
iter 514: loss 0.3822, time 29.95ms, mfu 1.01%
iter 515: loss 0.3752, time 21.38ms, mfu 1.04%
iter 516: loss 0.3663, time 28.87ms, mfu 1.04%
iter 517: loss 0.3687, time 25.28ms, mfu 1.05%
iter 518: loss 0.3558, time 33.72ms, mfu 1.03%
iter 519: loss 0.3575, time 27.64ms, mfu 1.03%
iter 520: loss 0.3726, time 28.94ms, mfu 1.03%
iter 521: loss 0.3676, time 23.62ms, mfu 1.05%
iter 522: loss 0.3754, time 31.79ms, mfu 1.04%
iter 523: loss 0.3609, time 32.82ms, mfu 1.02%
iter 524: loss 0.3571, time 24.54ms, mfu 1.04%
iter 525: loss 0.3768, time 24.89ms, mfu 1.05%
iter 526: loss 0.3702, time 32.55ms, mfu 1.03%
iter 527: loss 0.3895, time 30.72ms, mfu 1.02%
iter 528: loss 0.3731, time 25.12ms, mfu 1.04%
iter 529: loss 0.3632, time 25.55ms, mfu 1.05%
iter 530: loss 0.3750, time 24.96ms, mfu 1.06%
iter 531: loss 0.3805, time 31.94ms, mfu 1.04%
iter 532: loss 0.3928, time 28.78ms, mfu 1.04%
iter 533: loss 0.3890, time 31.20ms, mfu 1.03%
iter 534: loss 0.3796, time 20.11ms, mfu 1.07%
iter 535: loss 0.3768, time 36.05ms, mfu 1.04%
iter 536: loss 0.3720, time 23.63ms, mfu 1.06%
iter 537: loss 0.3706, time 29.29ms, mfu 1.05%
iter 538: loss 0.3636, time 25.32ms, mfu 1.06%
iter 539: loss 0.3582, time 25.65ms, mfu 1.07%
iter 540: loss 0.3452, time 31.35ms, mfu 1.06%
iter 541: loss 0.3479, time 24.45ms, mfu 1.07%
iter 542: loss 0.3636, time 24.00ms, mfu 1.08%
iter 543: loss 0.3731, time 26.91ms, mfu 1.08%
iter 544: loss 0.3665, time 33.28ms, mfu 1.06%
iter 545: loss 0.3643, time 28.13ms, mfu 1.06%
iter 546: loss 0.3468, time 27.25ms, mfu 1.06%
iter 547: loss 0.3577, time 25.28ms, mfu 1.07%
iter 548: loss 0.3476, time 24.69ms, mfu 1.08%
iter 549: loss 0.3472, time 32.33ms, mfu 1.06%
iter 550: loss 0.3455, time 24.16ms, mfu 1.07%
iter 551: loss 0.3481, time 25.60ms, mfu 1.08%
iter 552: loss 0.3467, time 24.87ms, mfu 1.09%
iter 553: loss 0.3460, time 34.45ms, mfu 1.06%
iter 554: loss 0.3548, time 27.98ms, mfu 1.06%
iter 555: loss 0.3413, time 26.21ms, mfu 1.07%
iter 556: loss 0.3414, time 24.79ms, mfu 1.08%
iter 557: loss 0.3722, time 33.34ms, mfu 1.06%
iter 558: loss 0.3614, time 22.63ms, mfu 1.08%
iter 559: loss 0.3620, time 24.50ms, mfu 1.09%
iter 560: loss 0.3577, time 28.49ms, mfu 1.08%
iter 561: loss 0.3555, time 31.15ms, mfu 1.07%
iter 562: loss 0.3586, time 27.94ms, mfu 1.06%
iter 563: loss 0.3427, time 26.21ms, mfu 1.07%
iter 564: loss 0.3621, time 24.25ms, mfu 1.08%
iter 565: loss 0.3570, time 31.17ms, mfu 1.07%
iter 566: loss 0.3661, time 26.89ms, mfu 1.07%
iter 567: loss 0.3449, time 32.61ms, mfu 1.05%
iter 568: loss 0.3826, time 23.67ms, mfu 1.07%
iter 569: loss 0.3607, time 34.22ms, mfu 1.04%
iter 570: loss 0.3606, time 31.02ms, mfu 1.03%
iter 571: loss 0.3387, time 25.13ms, mfu 1.05%
iter 572: loss 0.3642, time 25.31ms, mfu 1.06%
iter 573: loss 0.3529, time 32.23ms, mfu 1.04%
iter 574: loss 0.3356, time 28.41ms, mfu 1.04%
iter 575: loss 0.3544, time 28.61ms, mfu 1.04%
iter 576: loss 0.3465, time 22.32ms, mfu 1.06%
iter 577: loss 0.3521, time 35.43ms, mfu 1.04%
iter 578: loss 0.3914, time 22.66ms, mfu 1.06%
iter 579: loss 0.3575, time 28.94ms, mfu 1.06%
iter 580: loss 0.3442, time 26.85ms, mfu 1.06%
iter 581: loss 0.3507, time 25.28ms, mfu 1.07%
iter 582: loss 0.3281, time 27.35ms, mfu 1.07%
iter 583: loss 0.3461, time 36.20ms, mfu 1.04%
iter 584: loss 0.3346, time 25.21ms, mfu 1.05%
iter 585: loss 0.3467, time 25.13ms, mfu 1.06%
iter 586: loss 0.3314, time 27.06ms, mfu 1.06%
iter 587: loss 0.3339, time 30.50ms, mfu 1.05%
iter 588: loss 0.3533, time 28.14ms, mfu 1.05%
iter 589: loss 0.3617, time 30.37ms, mfu 1.04%
iter 590: loss 0.3379, time 26.54ms, mfu 1.04%
iter 591: loss 0.3352, time 36.12ms, mfu 1.02%
iter 592: loss 0.3445, time 26.78ms, mfu 1.03%
iter 593: loss 0.3323, time 30.18ms, mfu 1.02%
iter 594: loss 0.3429, time 30.83ms, mfu 1.01%
iter 595: loss 0.3651, time 31.57ms, mfu 1.00%
iter 596: loss 0.3398, time 27.51ms, mfu 1.01%
iter 597: loss 0.3419, time 25.08ms, mfu 1.02%
iter 598: loss 0.3488, time 33.26ms, mfu 1.01%
iter 599: loss 0.3473, time 27.12ms, mfu 1.01%
iter 600: loss 0.3271, time 24.15ms, mfu 1.03%
iter 601: loss 0.3430, time 30.04ms, mfu 1.03%
iter 602: loss 0.3421, time 24.47ms, mfu 1.04%
iter 603: loss 0.3258, time 37.41ms, mfu 1.02%
iter 604: loss 0.3369, time 26.08ms, mfu 1.02%
iter 605: loss 0.3319, time 32.76ms, mfu 1.01%
iter 606: loss 0.3554, time 24.31ms, mfu 1.03%
iter 607: loss 0.3516, time 25.19ms, mfu 1.04%
iter 608: loss 0.3421, time 36.16ms, mfu 1.02%
iter 609: loss 0.3550, time 28.93ms, mfu 1.02%
iter 610: loss 0.3548, time 28.39ms, mfu 1.02%
iter 611: loss 0.3315, time 30.36ms, mfu 1.01%
iter 612: loss 0.3394, time 27.96ms, mfu 1.01%
iter 613: loss 0.3368, time 28.10ms, mfu 1.01%
iter 614: loss 0.3332, time 25.12ms, mfu 1.03%
iter 615: loss 0.3331, time 24.44ms, mfu 1.04%
iter 616: loss 0.3321, time 39.62ms, mfu 1.01%
iter 617: loss 0.3128, time 24.28ms, mfu 1.03%
iter 618: loss 0.3316, time 26.16ms, mfu 1.04%
iter 619: loss 0.3317, time 23.54ms, mfu 1.06%
iter 620: loss 0.3312, time 40.71ms, mfu 1.02%
iter 621: loss 0.3434, time 24.98ms, mfu 1.04%
iter 622: loss 0.3314, time 24.20ms, mfu 1.05%
iter 623: loss 0.3231, time 29.22ms, mfu 1.05%
iter 624: loss 0.3181, time 30.89ms, mfu 1.04%
iter 625: loss 0.3323, time 29.41ms, mfu 1.03%
iter 626: loss 0.3197, time 24.90ms, mfu 1.04%
iter 627: loss 0.3256, time 24.02ms, mfu 1.06%
iter 628: loss 0.3142, time 29.58ms, mfu 1.05%
iter 629: loss 0.3354, time 28.73ms, mfu 1.05%
iter 630: loss 0.3174, time 31.64ms, mfu 1.04%
iter 631: loss 0.3250, time 24.45ms, mfu 1.05%
iter 632: loss 0.3242, time 24.17ms, mfu 1.07%
iter 633: loss 0.3262, time 32.05ms, mfu 1.05%
iter 634: loss 0.3192, time 25.24ms, mfu 1.06%
iter 635: loss 0.3349, time 55.88ms, mfu 1.01%
iter 636: loss 0.3098, time 36.30ms, mfu 0.98%
iter 637: loss 0.3345, time 26.74ms, mfu 0.99%
iter 638: loss 0.3138, time 25.63ms, mfu 1.01%
iter 639: loss 0.3152, time 24.65ms, mfu 1.03%
iter 640: loss 0.3373, time 30.95ms, mfu 1.02%
iter 641: loss 0.3188, time 25.64ms, mfu 1.03%
iter 642: loss 0.3417, time 26.71ms, mfu 1.03%
iter 643: loss 0.3357, time 29.04ms, mfu 1.03%
iter 644: loss 0.3370, time 26.31ms, mfu 1.04%
iter 645: loss 0.3320, time 27.74ms, mfu 1.04%
iter 646: loss 0.3127, time 28.97ms, mfu 1.03%
iter 647: loss 0.3285, time 25.98ms, mfu 1.04%
iter 648: loss 0.3129, time 25.21ms, mfu 1.05%
iter 649: loss 0.3224, time 29.20ms, mfu 1.05%
iter 650: loss 0.3171, time 19.62ms, mfu 1.09%
iter 651: loss 0.3260, time 32.22ms, mfu 1.07%
iter 652: loss 0.3321, time 25.25ms, mfu 1.08%
iter 653: loss 0.3175, time 26.48ms, mfu 1.08%
iter 654: loss 0.3162, time 33.58ms, mfu 1.06%
iter 655: loss 0.3268, time 22.84ms, mfu 1.08%
iter 656: loss 0.3237, time 23.28ms, mfu 1.10%
iter 657: loss 0.3087, time 31.08ms, mfu 1.08%
iter 658: loss 0.3121, time 32.77ms, mfu 1.06%
iter 659: loss 0.3186, time 32.73ms, mfu 1.04%
iter 660: loss 0.3345, time 24.73ms, mfu 1.06%
iter 661: loss 0.3442, time 24.84ms, mfu 1.07%
iter 662: loss 0.3318, time 33.70ms, mfu 1.05%
iter 663: loss 0.3226, time 22.35ms, mfu 1.07%
iter 664: loss 0.3282, time 31.99ms, mfu 1.06%
iter 665: loss 0.3216, time 32.14ms, mfu 1.04%
iter 666: loss 0.3209, time 30.45ms, mfu 1.03%
iter 667: loss 0.3185, time 27.51ms, mfu 1.03%
iter 668: loss 0.3224, time 32.22ms, mfu 1.02%
iter 669: loss 0.3197, time 28.75ms, mfu 1.02%
iter 670: loss 0.3122, time 29.29ms, mfu 1.02%
iter 671: loss 0.3134, time 25.91ms, mfu 1.03%
iter 672: loss 0.3211, time 25.25ms, mfu 1.04%
iter 673: loss 0.3142, time 28.09ms, mfu 1.04%
iter 674: loss 0.3254, time 25.48ms, mfu 1.05%
iter 675: loss 0.3151, time 35.65ms, mfu 1.02%
iter 676: loss 0.3185, time 28.39ms, mfu 1.02%
iter 677: loss 0.3102, time 24.45ms, mfu 1.04%
iter 678: loss 0.3382, time 32.86ms, mfu 1.02%
iter 679: loss 0.3375, time 27.51ms, mfu 1.03%
iter 680: loss 0.3124, time 28.91ms, mfu 1.03%
iter 681: loss 0.3086, time 24.94ms, mfu 1.04%
iter 682: loss 0.3157, time 24.50ms, mfu 1.05%
iter 683: loss 0.3198, time 33.40ms, mfu 1.03%
iter 684: loss 0.3173, time 24.63ms, mfu 1.05%
iter 685: loss 0.3128, time 30.96ms, mfu 1.04%
iter 686: loss 0.2968, time 24.33ms, mfu 1.05%
iter 687: loss 0.3123, time 33.16ms, mfu 1.04%
iter 688: loss 0.3127, time 24.67ms, mfu 1.05%
iter 689: loss 0.3213, time 31.61ms, mfu 1.04%
iter 690: loss 0.3084, time 28.41ms, mfu 1.03%
iter 691: loss 0.3119, time 28.11ms, mfu 1.03%
iter 692: loss 0.3117, time 25.17ms, mfu 1.05%
iter 693: loss 0.3183, time 31.81ms, mfu 1.03%
iter 694: loss 0.3111, time 24.26ms, mfu 1.05%
iter 695: loss 0.3271, time 32.37ms, mfu 1.03%
iter 696: loss 0.3176, time 31.72ms, mfu 1.02%
iter 697: loss 0.3204, time 27.09ms, mfu 1.03%
iter 698: loss 0.3147, time 28.64ms, mfu 1.03%
iter 699: loss 0.3424, time 26.47ms, mfu 1.03%
iter 700: loss 0.3173, time 32.63ms, mfu 1.02%
iter 701: loss 0.3108, time 23.32ms, mfu 1.04%
iter 702: loss 0.3137, time 24.53ms, mfu 1.05%
iter 703: loss 0.3016, time 33.24ms, mfu 1.04%
iter 704: loss 0.3116, time 29.03ms, mfu 1.03%
iter 705: loss 0.3355, time 26.70ms, mfu 1.04%
iter 706: loss 0.3169, time 24.93ms, mfu 1.05%
iter 707: loss 0.3305, time 32.77ms, mfu 1.03%
iter 708: loss 0.3261, time 24.48ms, mfu 1.05%
iter 709: loss 0.3177, time 35.31ms, mfu 1.03%
iter 710: loss 0.3160, time 26.86ms, mfu 1.03%
iter 711: loss 0.2986, time 24.83ms, mfu 1.05%
iter 712: loss 0.3121, time 32.10ms, mfu 1.03%
iter 713: loss 0.3252, time 31.53ms, mfu 1.02%
iter 714: loss 0.3070, time 24.82ms, mfu 1.03%
iter 715: loss 0.3052, time 25.62ms, mfu 1.04%
iter 716: loss 0.3180, time 30.45ms, mfu 1.04%
iter 717: loss 0.2988, time 31.40ms, mfu 1.02%
iter 718: loss 0.3156, time 19.13ms, mfu 1.07%
iter 719: loss 0.3209, time 35.83ms, mfu 1.05%
iter 720: loss 0.3052, time 21.95ms, mfu 1.07%
iter 721: loss 0.2949, time 33.39ms, mfu 1.05%
iter 722: loss 0.3017, time 30.11ms, mfu 1.04%
iter 723: loss 0.3079, time 24.52ms, mfu 1.06%
iter 724: loss 0.3194, time 33.38ms, mfu 1.04%
iter 725: loss 0.3029, time 31.07ms, mfu 1.03%
iter 726: loss 0.3165, time 25.90ms, mfu 1.04%
iter 727: loss 0.3157, time 23.28ms, mfu 1.06%
iter 728: loss 0.3091, time 32.60ms, mfu 1.04%
iter 729: loss 0.2961, time 25.95ms, mfu 1.05%
iter 730: loss 0.3154, time 31.97ms, mfu 1.04%
iter 731: loss 0.3143, time 24.83ms, mfu 1.05%
iter 732: loss 0.3089, time 24.92ms, mfu 1.06%
iter 733: loss 0.3144, time 33.18ms, mfu 1.04%
iter 734: loss 0.2919, time 30.49ms, mfu 1.03%
iter 735: loss 0.3360, time 25.11ms, mfu 1.04%
iter 736: loss 0.3044, time 25.23ms, mfu 1.06%
iter 737: loss 0.3009, time 32.75ms, mfu 1.04%
iter 738: loss 0.3008, time 29.32ms, mfu 1.03%
iter 739: loss 0.2860, time 20.21ms, mfu 1.07%
iter 740: loss 0.2948, time 32.36ms, mfu 1.06%
iter 741: loss 0.2872, time 24.34ms, mfu 1.07%
iter 742: loss 0.2944, time 32.66ms, mfu 1.05%
iter 743: loss 0.3149, time 27.80ms, mfu 1.05%
iter 744: loss 0.3071, time 27.49ms, mfu 1.05%
iter 745: loss 0.2998, time 26.32ms, mfu 1.06%
iter 746: loss 0.3153, time 31.50ms, mfu 1.04%
iter 747: loss 0.3020, time 30.78ms, mfu 1.03%
iter 748: loss 0.3124, time 28.47ms, mfu 1.03%
iter 749: loss 0.2865, time 21.27ms, mfu 1.06%
step 750: train loss 0.2943, val loss 0.2962
saving checkpoint to out-addition-cot
iter 750: loss 0.2939, time 459.30ms, mfu 0.96%
iter 751: loss 0.2881, time 27.59ms, mfu 0.97%
iter 752: loss 0.2999, time 25.69ms, mfu 0.99%
iter 753: loss 0.3004, time 33.91ms, mfu 0.98%
iter 754: loss 0.3045, time 18.94ms, mfu 1.03%
iter 755: loss 0.2912, time 32.18ms, mfu 1.02%
iter 756: loss 0.2974, time 25.11ms, mfu 1.03%
iter 757: loss 0.2831, time 29.30ms, mfu 1.03%
iter 758: loss 0.3002, time 31.38ms, mfu 1.02%
iter 759: loss 0.2992, time 21.54ms, mfu 1.05%
iter 760: loss 0.2896, time 35.24ms, mfu 1.03%
iter 761: loss 0.3108, time 38.21ms, mfu 1.00%
iter 762: loss 0.2910, time 32.48ms, mfu 0.99%
iter 763: loss 0.2952, time 23.73ms, mfu 1.01%
iter 764: loss 0.3022, time 24.49ms, mfu 1.03%
iter 765: loss 0.2966, time 33.28ms, mfu 1.01%
iter 766: loss 0.2906, time 28.05ms, mfu 1.02%
iter 767: loss 0.2961, time 20.76ms, mfu 1.05%
iter 768: loss 0.2953, time 32.97ms, mfu 1.04%
iter 769: loss 0.2910, time 24.02ms, mfu 1.05%
iter 770: loss 0.2916, time 29.04ms, mfu 1.05%
iter 771: loss 0.2857, time 19.83ms, mfu 1.09%
iter 772: loss 0.2899, time 33.09ms, mfu 1.07%
iter 773: loss 0.3049, time 24.25ms, mfu 1.08%
iter 774: loss 0.2999, time 26.86ms, mfu 1.08%
iter 775: loss 0.3060, time 29.24ms, mfu 1.07%
iter 776: loss 0.2893, time 23.06ms, mfu 1.09%
iter 777: loss 0.3045, time 33.80ms, mfu 1.07%
iter 778: loss 0.3016, time 24.16ms, mfu 1.08%
iter 779: loss 0.2968, time 32.51ms, mfu 1.06%
iter 780: loss 0.2857, time 24.28ms, mfu 1.08%
iter 781: loss 0.2949, time 29.05ms, mfu 1.07%
iter 782: loss 0.2848, time 25.86ms, mfu 1.07%
iter 783: loss 0.3135, time 27.76ms, mfu 1.07%
iter 784: loss 0.2869, time 23.53ms, mfu 1.09%
iter 785: loss 0.3020, time 25.74ms, mfu 1.09%
iter 786: loss 0.2977, time 31.10ms, mfu 1.07%
iter 787: loss 0.2962, time 25.69ms, mfu 1.08%
iter 788: loss 0.2887, time 33.50ms, mfu 1.06%
iter 789: loss 0.3011, time 25.86ms, mfu 1.06%
iter 790: loss 0.3452, time 24.95ms, mfu 1.07%
iter 791: loss 0.3566, time 29.56ms, mfu 1.07%
iter 792: loss 0.3130, time 27.18ms, mfu 1.07%
iter 793: loss 0.3002, time 23.09ms, mfu 1.08%
iter 794: loss 0.3332, time 26.22ms, mfu 1.09%
iter 795: loss 0.2910, time 30.13ms, mfu 1.07%
iter 796: loss 0.2896, time 25.31ms, mfu 1.08%
iter 797: loss 0.2952, time 32.28ms, mfu 1.06%
iter 798: loss 0.3137, time 24.19ms, mfu 1.08%
iter 799: loss 0.2842, time 25.22ms, mfu 1.08%
iter 800: loss 0.2964, time 31.30ms, mfu 1.07%
iter 801: loss 0.2821, time 33.34ms, mfu 1.05%
iter 802: loss 0.2939, time 23.17ms, mfu 1.07%
iter 803: loss 0.2983, time 25.71ms, mfu 1.07%
iter 804: loss 0.2944, time 32.77ms, mfu 1.06%
iter 805: loss 0.2929, time 28.47ms, mfu 1.05%
iter 806: loss 0.2967, time 27.60ms, mfu 1.05%
iter 807: loss 0.2792, time 25.87ms, mfu 1.06%
iter 808: loss 0.3028, time 32.51ms, mfu 1.04%
iter 809: loss 0.2793, time 27.58ms, mfu 1.04%
iter 810: loss 0.2867, time 29.15ms, mfu 1.04%
iter 811: loss 0.2849, time 23.07ms, mfu 1.06%
iter 812: loss 0.2880, time 25.39ms, mfu 1.07%
iter 813: loss 0.2901, time 32.59ms, mfu 1.05%
iter 814: loss 0.2978, time 31.73ms, mfu 1.04%
iter 815: loss 0.2926, time 24.88ms, mfu 1.05%
iter 816: loss 0.3085, time 27.86ms, mfu 1.05%
iter 817: loss 0.2955, time 29.70ms, mfu 1.04%
iter 818: loss 0.2863, time 29.35ms, mfu 1.04%
iter 819: loss 0.3026, time 19.23ms, mfu 1.08%
iter 820: loss 0.3058, time 32.57ms, mfu 1.06%
iter 821: loss 0.2993, time 30.52ms, mfu 1.05%
iter 822: loss 0.2995, time 27.24ms, mfu 1.05%
iter 823: loss 0.2875, time 25.08ms, mfu 1.06%
iter 824: loss 0.2861, time 25.10ms, mfu 1.07%
iter 825: loss 0.2734, time 25.11ms, mfu 1.08%
iter 826: loss 0.2991, time 34.24ms, mfu 1.06%
iter 827: loss 0.2823, time 31.41ms, mfu 1.04%
iter 828: loss 0.2820, time 24.36ms, mfu 1.06%
iter 829: loss 0.2930, time 23.87ms, mfu 1.07%
iter 830: loss 0.2750, time 32.65ms, mfu 1.06%
iter 831: loss 0.2901, time 31.44ms, mfu 1.04%
iter 832: loss 0.2928, time 23.91ms, mfu 1.06%
iter 833: loss 0.2814, time 25.27ms, mfu 1.07%
iter 834: loss 0.2739, time 29.21ms, mfu 1.06%
iter 835: loss 0.2834, time 30.04ms, mfu 1.05%
iter 836: loss 0.2853, time 29.57ms, mfu 1.04%
iter 837: loss 0.2958, time 31.28ms, mfu 1.03%
iter 838: loss 0.2941, time 30.13ms, mfu 1.03%
iter 839: loss 0.3006, time 28.76ms, mfu 1.02%
iter 840: loss 0.2991, time 29.56ms, mfu 1.02%
iter 841: loss 0.3055, time 27.02ms, mfu 1.02%
iter 842: loss 0.2880, time 29.47ms, mfu 1.02%
iter 843: loss 0.2762, time 31.73ms, mfu 1.01%
iter 844: loss 0.2989, time 24.27ms, mfu 1.03%
iter 845: loss 0.2939, time 24.81ms, mfu 1.04%
iter 846: loss 0.2960, time 35.66ms, mfu 1.02%
iter 847: loss 0.2913, time 31.00ms, mfu 1.01%
iter 848: loss 0.2801, time 21.12ms, mfu 1.05%
iter 849: loss 0.2981, time 33.70ms, mfu 1.03%
iter 850: loss 0.2963, time 24.97ms, mfu 1.04%
iter 851: loss 0.2871, time 35.61ms, mfu 1.02%
iter 852: loss 0.2912, time 29.88ms, mfu 1.01%
iter 853: loss 0.2892, time 25.45ms, mfu 1.03%
iter 854: loss 0.2772, time 32.44ms, mfu 1.01%
iter 855: loss 0.2952, time 27.46ms, mfu 1.02%
iter 856: loss 0.2835, time 33.63ms, mfu 1.00%
iter 857: loss 0.2746, time 33.20ms, mfu 0.99%
iter 858: loss 0.2865, time 24.19ms, mfu 1.01%
iter 859: loss 0.2912, time 28.63ms, mfu 1.01%
iter 860: loss 0.2872, time 29.62ms, mfu 1.01%
iter 861: loss 0.2785, time 30.78ms, mfu 1.00%
iter 862: loss 0.2610, time 27.76ms, mfu 1.01%
iter 863: loss 0.2844, time 32.41ms, mfu 0.99%
iter 864: loss 0.2725, time 27.90ms, mfu 1.00%
iter 865: loss 0.2787, time 31.26ms, mfu 0.99%
iter 866: loss 0.2716, time 22.19ms, mfu 1.02%
iter 867: loss 0.2846, time 32.19ms, mfu 1.01%
iter 868: loss 0.2923, time 32.59ms, mfu 1.00%
iter 869: loss 0.2801, time 27.27ms, mfu 1.01%
iter 870: loss 0.2724, time 32.37ms, mfu 0.99%
iter 871: loss 0.2671, time 28.57ms, mfu 1.00%
iter 872: loss 0.2823, time 33.27ms, mfu 0.98%
iter 873: loss 0.2907, time 27.54ms, mfu 0.99%
iter 874: loss 0.2622, time 28.41ms, mfu 0.99%
iter 875: loss 0.2839, time 26.81ms, mfu 1.00%
iter 876: loss 0.2838, time 31.64ms, mfu 0.99%
iter 877: loss 0.2702, time 21.86ms, mfu 1.03%
iter 878: loss 0.2785, time 33.45ms, mfu 1.01%
iter 879: loss 0.2741, time 33.47ms, mfu 1.00%
iter 880: loss 0.2688, time 24.57ms, mfu 1.02%
iter 881: loss 0.2666, time 31.94ms, mfu 1.00%
iter 882: loss 0.2756, time 31.22ms, mfu 1.00%
iter 883: loss 0.2840, time 26.30ms, mfu 1.01%
iter 884: loss 0.2699, time 34.03ms, mfu 0.99%
iter 885: loss 0.2663, time 27.70ms, mfu 1.00%
iter 886: loss 0.2614, time 42.63ms, mfu 0.97%
iter 887: loss 0.2741, time 36.59ms, mfu 0.95%
iter 888: loss 0.2754, time 40.05ms, mfu 0.93%
iter 889: loss 0.2612, time 16.14ms, mfu 1.01%
iter 890: loss 0.3012, time 36.16ms, mfu 0.99%
iter 891: loss 0.2703, time 29.90ms, mfu 0.99%
iter 892: loss 0.2727, time 26.33ms, mfu 1.00%
iter 893: loss 0.2704, time 30.13ms, mfu 1.00%
iter 894: loss 0.2795, time 24.41ms, mfu 1.02%
iter 895: loss 0.2736, time 33.10ms, mfu 1.00%
iter 896: loss 0.2747, time 41.92ms, mfu 0.97%
iter 897: loss 0.2685, time 14.19ms, mfu 1.08%
iter 898: loss 0.2686, time 33.38ms, mfu 1.06%
