Overriding: device = cuda
Overriding: compile = False
tokens per iteration will be: 4,096
found vocab_size = 50257 (inside data\tool\meta.pkl)
Initializing a new model from scratch
number of parameters: 16.01M
C:\Users\Rayya\cs_gpt_tool\GPT-tool\train.py:199: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
num decayed parameter tensors: 18, with 16,077,056 parameters
num non-decayed parameter tensors: 9, with 2,304 parameters
iter 444: loss 0.7121, time 123.08ms, mfu 1.07%
iter 445: loss 0.7244, time 123.30ms, mfu 1.07%
iter 446: loss 0.7130, time 127.47ms, mfu 1.06%
iter 447: loss 0.7087, time 126.43ms, mfu 1.06%
iter 448: loss 0.6945, time 120.07ms, mfu 1.06%
iter 449: loss 0.7244, time 123.98ms, mfu 1.06%
iter 450: loss 0.6976, time 119.31ms, mfu 1.06%
iter 451: loss 0.8089, time 121.10ms, mfu 1.06%
iter 452: loss 0.7729, time 115.76ms, mfu 1.07%
iter 453: loss 0.7063, time 122.79ms, mfu 1.07%
iter 454: loss 0.8082, time 122.67ms, mfu 1.07%
iter 455: loss 0.7575, time 132.78ms, mfu 1.06%
iter 456: loss 0.7220, time 120.84ms, mfu 1.06%
iter 457: loss 0.7188, time 124.77ms, mfu 1.06%
iter 458: loss 0.6951, time 125.46ms, mfu 1.06%
iter 459: loss 0.7051, time 127.33ms, mfu 1.05%
iter 460: loss 0.6829, time 120.56ms, mfu 1.06%
iter 461: loss 0.6831, time 122.34ms, mfu 1.06%
iter 462: loss 0.6785, time 131.69ms, mfu 1.05%
iter 463: loss 0.6859, time 119.60ms, mfu 1.05%
iter 464: loss 0.7090, time 127.37ms, mfu 1.05%
iter 465: loss 0.6931, time 126.82ms, mfu 1.05%
iter 466: loss 0.6754, time 117.59ms, mfu 1.05%
iter 467: loss 0.6857, time 127.76ms, mfu 1.05%
iter 468: loss 0.6673, time 124.31ms, mfu 1.05%
iter 469: loss 0.6768, time 126.51ms, mfu 1.05%
iter 470: loss 0.6893, time 125.68ms, mfu 1.05%
iter 471: loss 0.6971, time 120.49ms, mfu 1.05%
iter 472: loss 0.6711, time 123.52ms, mfu 1.05%
iter 473: loss 0.6828, time 123.08ms, mfu 1.05%
iter 474: loss 0.6834, time 117.05ms, mfu 1.06%
iter 475: loss 0.6739, time 123.39ms, mfu 1.06%
iter 476: loss 0.6717, time 125.39ms, mfu 1.06%
iter 477: loss 0.6710, time 121.02ms, mfu 1.06%
iter 478: loss 0.6705, time 123.59ms, mfu 1.06%
iter 479: loss 0.6847, time 121.75ms, mfu 1.06%
iter 480: loss 0.6714, time 121.80ms, mfu 1.06%
iter 481: loss 0.6594, time 121.87ms, mfu 1.06%
iter 482: loss 0.6713, time 121.12ms, mfu 1.06%
iter 483: loss 0.6923, time 121.10ms, mfu 1.06%
iter 484: loss 0.6620, time 123.08ms, mfu 1.06%
iter 485: loss 0.6650, time 122.38ms, mfu 1.06%
iter 486: loss 0.6841, time 117.87ms, mfu 1.07%
iter 487: loss 0.6801, time 126.45ms, mfu 1.06%
iter 488: loss 0.6757, time 124.10ms, mfu 1.06%
iter 489: loss 0.6650, time 119.25ms, mfu 1.07%
iter 490: loss 0.7448, time 128.77ms, mfu 1.06%
iter 491: loss 0.7341, time 118.33ms, mfu 1.06%
iter 492: loss 0.6820, time 128.07ms, mfu 1.06%
iter 493: loss 0.6623, time 117.02ms, mfu 1.06%
iter 494: loss 0.6930, time 122.72ms, mfu 1.06%
iter 495: loss 0.6879, time 121.15ms, mfu 1.07%
iter 496: loss 0.6598, time 120.60ms, mfu 1.07%
iter 497: loss 0.6644, time 122.43ms, mfu 1.07%
iter 498: loss 0.6688, time 117.78ms, mfu 1.07%
iter 499: loss 0.6725, time 123.65ms, mfu 1.07%
step 500: train loss 0.6598, val loss 0.6660
saving checkpoint to out-addition-cot
iter 500: loss 0.6614, time 2478.42ms, mfu 0.97%
iter 501: loss 0.6738, time 123.56ms, mfu 0.98%
iter 502: loss 0.6675, time 107.83ms, mfu 1.00%
iter 503: loss 0.6442, time 124.05ms, mfu 1.00%
iter 504: loss 0.6481, time 121.66ms, mfu 1.01%
iter 505: loss 0.6409, time 113.20ms, mfu 1.02%
iter 506: loss 0.6534, time 123.34ms, mfu 1.03%
iter 507: loss 0.6628, time 116.95ms, mfu 1.04%
iter 508: loss 0.6473, time 120.43ms, mfu 1.04%
iter 509: loss 0.6518, time 122.89ms, mfu 1.04%
iter 510: loss 0.6658, time 116.59ms, mfu 1.05%
iter 511: loss 0.6634, time 134.17ms, mfu 1.04%
iter 512: loss 0.6656, time 109.05ms, mfu 1.06%
iter 513: loss 0.6626, time 131.68ms, mfu 1.05%
iter 514: loss 0.6463, time 130.76ms, mfu 1.05%
iter 515: loss 0.6617, time 122.01ms, mfu 1.05%
iter 516: loss 0.6544, time 131.74ms, mfu 1.04%
iter 517: loss 0.6675, time 123.82ms, mfu 1.04%
iter 518: loss 0.6334, time 126.46ms, mfu 1.04%
iter 519: loss 0.6536, time 123.11ms, mfu 1.04%
iter 520: loss 0.6377, time 129.04ms, mfu 1.04%
iter 521: loss 0.6697, time 122.91ms, mfu 1.04%
iter 522: loss 0.6565, time 125.58ms, mfu 1.04%
iter 523: loss 0.6756, time 129.23ms, mfu 1.04%
iter 524: loss 0.6652, time 123.52ms, mfu 1.04%
iter 525: loss 0.6670, time 124.88ms, mfu 1.04%
iter 526: loss 0.6670, time 120.01ms, mfu 1.04%
iter 527: loss 0.6494, time 123.10ms, mfu 1.05%
iter 528: loss 0.6622, time 130.99ms, mfu 1.04%
iter 529: loss 0.6636, time 123.07ms, mfu 1.04%
iter 530: loss 0.6754, time 114.02ms, mfu 1.05%
iter 531: loss 0.6678, time 123.27ms, mfu 1.05%
iter 532: loss 0.6354, time 132.08ms, mfu 1.05%
iter 533: loss 0.6517, time 124.42ms, mfu 1.05%
iter 534: loss 0.6735, time 122.33ms, mfu 1.05%
iter 535: loss 0.6860, time 125.75ms, mfu 1.05%
iter 536: loss 0.6584, time 117.31ms, mfu 1.05%
iter 537: loss 0.6642, time 121.14ms, mfu 1.06%
iter 538: loss 0.6477, time 122.31ms, mfu 1.06%
iter 539: loss 0.6514, time 136.14ms, mfu 1.05%
iter 540: loss 0.6482, time 117.61ms, mfu 1.05%
iter 541: loss 0.6459, time 125.53ms, mfu 1.05%
iter 542: loss 0.6418, time 119.67ms, mfu 1.05%
iter 543: loss 0.6375, time 122.84ms, mfu 1.06%
iter 544: loss 0.6334, time 127.92ms, mfu 1.05%
iter 545: loss 0.6390, time 120.66ms, mfu 1.05%
iter 546: loss 0.6283, time 120.82ms, mfu 1.06%
iter 547: loss 0.6418, time 124.66ms, mfu 1.06%
iter 548: loss 0.6402, time 120.39ms, mfu 1.06%
iter 549: loss 0.6384, time 123.65ms, mfu 1.06%
iter 550: loss 0.6327, time 122.06ms, mfu 1.06%
iter 551: loss 0.6442, time 121.89ms, mfu 1.06%
iter 552: loss 0.6355, time 125.76ms, mfu 1.06%
iter 553: loss 0.6517, time 119.44ms, mfu 1.06%
iter 554: loss 0.6270, time 122.35ms, mfu 1.06%
iter 555: loss 0.6483, time 120.54ms, mfu 1.06%
iter 556: loss 0.6317, time 122.55ms, mfu 1.06%
iter 557: loss 0.6464, time 125.29ms, mfu 1.06%
iter 558: loss 0.6375, time 119.81ms, mfu 1.06%
iter 559: loss 0.6426, time 122.86ms, mfu 1.06%
iter 560: loss 0.6360, time 126.33ms, mfu 1.06%
iter 561: loss 0.6335, time 123.39ms, mfu 1.06%
iter 562: loss 0.6343, time 122.00ms, mfu 1.06%
iter 563: loss 0.6303, time 115.62ms, mfu 1.07%
iter 564: loss 0.6401, time 127.41ms, mfu 1.06%
iter 565: loss 0.6262, time 123.75ms, mfu 1.06%
iter 566: loss 0.6275, time 122.39ms, mfu 1.06%
iter 567: loss 0.6514, time 124.06ms, mfu 1.06%
iter 568: loss 0.6439, time 121.34ms, mfu 1.06%
iter 569: loss 0.6347, time 124.49ms, mfu 1.06%
iter 570: loss 0.6440, time 122.24ms, mfu 1.06%
iter 571: loss 0.6449, time 129.28ms, mfu 1.06%
iter 572: loss 0.6277, time 118.96ms, mfu 1.06%
iter 573: loss 0.6350, time 124.58ms, mfu 1.06%
iter 574: loss 0.6256, time 121.22ms, mfu 1.06%
iter 575: loss 0.6383, time 118.52ms, mfu 1.06%
iter 576: loss 0.6366, time 119.59ms, mfu 1.07%
iter 577: loss 0.6394, time 130.72ms, mfu 1.06%
iter 578: loss 0.6375, time 121.23ms, mfu 1.06%
iter 579: loss 0.6368, time 117.39ms, mfu 1.07%
iter 580: loss 0.6286, time 127.60ms, mfu 1.06%
iter 581: loss 0.6308, time 120.58ms, mfu 1.06%
iter 582: loss 0.6261, time 125.29ms, mfu 1.06%
iter 583: loss 0.6267, time 120.77ms, mfu 1.06%
iter 584: loss 0.6448, time 128.49ms, mfu 1.06%
iter 585: loss 0.6367, time 119.97ms, mfu 1.06%
iter 586: loss 0.6438, time 120.78ms, mfu 1.06%
iter 587: loss 0.6364, time 122.30ms, mfu 1.06%
iter 588: loss 0.6486, time 127.35ms, mfu 1.06%
iter 589: loss 0.6516, time 124.61ms, mfu 1.06%
iter 590: loss 0.6357, time 125.76ms, mfu 1.06%
iter 591: loss 0.6447, time 119.78ms, mfu 1.06%
iter 592: loss 0.6384, time 130.37ms, mfu 1.05%
iter 593: loss 0.6294, time 123.45ms, mfu 1.05%
iter 594: loss 0.6403, time 121.36ms, mfu 1.05%
iter 595: loss 0.6299, time 120.67ms, mfu 1.06%
iter 596: loss 0.6234, time 121.56ms, mfu 1.06%
iter 597: loss 0.6356, time 132.59ms, mfu 1.05%
iter 598: loss 0.6264, time 116.33ms, mfu 1.06%
iter 599: loss 0.6206, time 126.60ms, mfu 1.06%
iter 600: loss 0.6139, time 122.54ms, mfu 1.06%
iter 601: loss 0.6468, time 121.84ms, mfu 1.06%
iter 602: loss 0.6583, time 122.66ms, mfu 1.06%
iter 603: loss 0.6312, time 114.13ms, mfu 1.07%
iter 604: loss 0.6356, time 123.03ms, mfu 1.07%
iter 605: loss 0.6468, time 123.03ms, mfu 1.06%
iter 606: loss 0.7024, time 123.34ms, mfu 1.06%
iter 607: loss 0.6421, time 128.19ms, mfu 1.06%
iter 608: loss 0.6341, time 122.33ms, mfu 1.06%
iter 609: loss 0.6291, time 123.39ms, mfu 1.06%
iter 610: loss 0.6429, time 121.92ms, mfu 1.06%
iter 611: loss 0.6420, time 125.82ms, mfu 1.06%
iter 612: loss 0.6669, time 118.48ms, mfu 1.06%
iter 613: loss 0.6645, time 121.44ms, mfu 1.06%
iter 614: loss 0.6397, time 123.74ms, mfu 1.06%
iter 615: loss 0.6574, time 120.53ms, mfu 1.06%
iter 616: loss 0.6389, time 125.45ms, mfu 1.06%
iter 617: loss 0.6635, time 116.43ms, mfu 1.07%
iter 618: loss 0.6581, time 129.49ms, mfu 1.06%
iter 619: loss 0.6419, time 120.68ms, mfu 1.06%
iter 620: loss 0.6338, time 128.40ms, mfu 1.06%
iter 621: loss 0.6369, time 120.14ms, mfu 1.06%
iter 622: loss 0.6280, time 140.27ms, mfu 1.05%
iter 623: loss 0.6331, time 121.95ms, mfu 1.05%
iter 624: loss 0.6338, time 120.72ms, mfu 1.05%
iter 625: loss 0.6265, time 122.33ms, mfu 1.05%
iter 626: loss 0.6164, time 117.85ms, mfu 1.06%
iter 627: loss 0.6161, time 131.35ms, mfu 1.05%
iter 628: loss 0.6294, time 118.27ms, mfu 1.06%
iter 629: loss 0.6107, time 119.23ms, mfu 1.06%
iter 630: loss 0.6198, time 122.05ms, mfu 1.06%
iter 631: loss 0.6274, time 122.98ms, mfu 1.06%
iter 632: loss 0.6375, time 125.44ms, mfu 1.06%
iter 633: loss 0.6201, time 123.51ms, mfu 1.06%
iter 634: loss 0.6287, time 119.54ms, mfu 1.06%
iter 635: loss 0.6439, time 123.74ms, mfu 1.06%
iter 636: loss 0.6175, time 120.86ms, mfu 1.06%
iter 637: loss 0.6215, time 123.34ms, mfu 1.06%
iter 638: loss 0.6313, time 123.14ms, mfu 1.06%
iter 639: loss 0.6243, time 123.12ms, mfu 1.06%
iter 640: loss 0.6180, time 121.82ms, mfu 1.06%
iter 641: loss 0.6299, time 126.86ms, mfu 1.06%
iter 642: loss 0.6311, time 114.55ms, mfu 1.07%
iter 643: loss 0.6205, time 122.42ms, mfu 1.07%
iter 644: loss 0.6352, time 122.69ms, mfu 1.07%
iter 645: loss 0.6261, time 125.54ms, mfu 1.06%
iter 646: loss 0.6218, time 123.98ms, mfu 1.06%
iter 647: loss 0.6308, time 121.57ms, mfu 1.06%
iter 648: loss 0.6208, time 121.58ms, mfu 1.06%
iter 649: loss 0.6367, time 124.40ms, mfu 1.06%
iter 650: loss 0.6435, time 121.16ms, mfu 1.06%
iter 651: loss 0.6368, time 120.85ms, mfu 1.06%
iter 652: loss 0.6216, time 120.66ms, mfu 1.07%
iter 653: loss 0.6201, time 118.90ms, mfu 1.07%
iter 654: loss 0.6278, time 129.22ms, mfu 1.06%
iter 655: loss 0.6213, time 117.23ms, mfu 1.07%
iter 656: loss 0.6289, time 126.59ms, mfu 1.06%
iter 657: loss 0.6230, time 119.19ms, mfu 1.07%
iter 658: loss 0.6198, time 124.08ms, mfu 1.07%
iter 659: loss 0.6254, time 121.88ms, mfu 1.07%
iter 660: loss 0.6314, time 121.55ms, mfu 1.07%
iter 661: loss 0.6275, time 121.10ms, mfu 1.07%
iter 662: loss 0.6118, time 133.97ms, mfu 1.06%
iter 663: loss 0.6212, time 115.55ms, mfu 1.06%
iter 664: loss 0.6218, time 121.22ms, mfu 1.07%
iter 665: loss 0.6160, time 126.15ms, mfu 1.06%
iter 666: loss 0.6094, time 130.14ms, mfu 1.06%
iter 667: loss 0.6133, time 122.02ms, mfu 1.06%
iter 668: loss 0.6029, time 129.23ms, mfu 1.05%
iter 669: loss 0.6114, time 114.75ms, mfu 1.06%
iter 670: loss 0.6101, time 120.57ms, mfu 1.06%
iter 671: loss 0.6227, time 127.18ms, mfu 1.06%
iter 672: loss 0.6058, time 132.91ms, mfu 1.05%
iter 673: loss 0.6187, time 114.06ms, mfu 1.06%
iter 674: loss 0.6101, time 123.25ms, mfu 1.06%
iter 675: loss 0.6286, time 123.51ms, mfu 1.06%
iter 676: loss 0.6171, time 121.22ms, mfu 1.06%
iter 677: loss 0.6227, time 120.00ms, mfu 1.06%
iter 678: loss 0.6602, time 119.75ms, mfu 1.07%
iter 679: loss 0.6396, time 122.20ms, mfu 1.07%
iter 680: loss 0.6329, time 122.31ms, mfu 1.07%
iter 681: loss 0.6100, time 118.58ms, mfu 1.07%
iter 682: loss 0.6222, time 123.82ms, mfu 1.07%
iter 683: loss 0.6059, time 119.38ms, mfu 1.07%
iter 684: loss 0.6085, time 120.34ms, mfu 1.07%
iter 685: loss 0.6058, time 125.06ms, mfu 1.07%
iter 686: loss 0.6059, time 119.22ms, mfu 1.07%
iter 687: loss 0.6118, time 121.17ms, mfu 1.07%
iter 688: loss 0.6030, time 125.55ms, mfu 1.07%
iter 689: loss 0.6059, time 124.33ms, mfu 1.07%
iter 690: loss 0.6141, time 125.83ms, mfu 1.06%
iter 691: loss 0.6089, time 135.51ms, mfu 1.05%
iter 692: loss 0.6119, time 118.41ms, mfu 1.06%
iter 693: loss 0.6048, time 127.22ms, mfu 1.05%
iter 694: loss 0.6035, time 122.07ms, mfu 1.06%
iter 695: loss 0.6035, time 125.93ms, mfu 1.05%
iter 696: loss 0.6032, time 122.90ms, mfu 1.05%
iter 697: loss 0.5953, time 121.51ms, mfu 1.06%
iter 698: loss 0.5935, time 120.98ms, mfu 1.06%
iter 699: loss 0.6609, time 128.87ms, mfu 1.05%
iter 700: loss 0.6159, time 122.07ms, mfu 1.05%
iter 701: loss 0.6124, time 126.10ms, mfu 1.05%
iter 702: loss 0.6111, time 119.48ms, mfu 1.06%
iter 703: loss 0.5932, time 122.08ms, mfu 1.06%
iter 704: loss 0.5954, time 131.78ms, mfu 1.05%
iter 705: loss 0.6025, time 119.64ms, mfu 1.05%
iter 706: loss 0.6006, time 115.15ms, mfu 1.06%
iter 707: loss 0.5967, time 124.46ms, mfu 1.06%
iter 708: loss 0.5961, time 128.78ms, mfu 1.06%
iter 709: loss 0.5985, time 124.22ms, mfu 1.05%
iter 710: loss 0.6134, time 120.74ms, mfu 1.06%
iter 711: loss 0.6320, time 128.90ms, mfu 1.05%
iter 712: loss 0.6166, time 130.37ms, mfu 1.05%
iter 713: loss 0.6018, time 113.99ms, mfu 1.06%
iter 714: loss 0.6034, time 124.12ms, mfu 1.06%
iter 715: loss 0.5940, time 125.65ms, mfu 1.05%
iter 716: loss 0.6090, time 125.19ms, mfu 1.05%
iter 717: loss 0.5936, time 120.50ms, mfu 1.06%
iter 718: loss 0.6187, time 126.38ms, mfu 1.05%
iter 719: loss 0.5906, time 115.99ms, mfu 1.06%
iter 720: loss 0.6108, time 125.56ms, mfu 1.06%
iter 721: loss 0.6019, time 123.93ms, mfu 1.06%
iter 722: loss 0.5888, time 121.16ms, mfu 1.06%
iter 723: loss 0.5856, time 124.02ms, mfu 1.06%
iter 724: loss 0.5972, time 120.01ms, mfu 1.06%
iter 725: loss 0.5826, time 124.87ms, mfu 1.06%
iter 726: loss 0.6015, time 121.74ms, mfu 1.06%
iter 727: loss 0.5862, time 119.76ms, mfu 1.06%
iter 728: loss 0.5898, time 128.62ms, mfu 1.06%
iter 729: loss 0.5897, time 123.94ms, mfu 1.06%
iter 730: loss 0.5847, time 122.54ms, mfu 1.06%
iter 731: loss 0.5821, time 121.31ms, mfu 1.06%
iter 732: loss 0.5979, time 130.39ms, mfu 1.05%
iter 733: loss 0.5864, time 122.18ms, mfu 1.05%
iter 734: loss 0.5873, time 124.81ms, mfu 1.05%
iter 735: loss 0.5980, time 130.94ms, mfu 1.05%
iter 736: loss 0.5796, time 118.40ms, mfu 1.05%
iter 737: loss 0.5849, time 122.47ms, mfu 1.05%
iter 738: loss 0.5897, time 122.68ms, mfu 1.05%
iter 739: loss 0.5925, time 122.12ms, mfu 1.06%
iter 740: loss 0.5996, time 122.17ms, mfu 1.06%
iter 741: loss 0.5940, time 115.34ms, mfu 1.06%
iter 742: loss 0.5882, time 125.87ms, mfu 1.06%
iter 743: loss 0.5896, time 118.79ms, mfu 1.06%
iter 744: loss 0.5923, time 130.81ms, mfu 1.06%
iter 745: loss 0.5936, time 114.92ms, mfu 1.07%
iter 746: loss 0.5812, time 128.20ms, mfu 1.06%
iter 747: loss 0.5944, time 121.38ms, mfu 1.06%
iter 748: loss 0.5971, time 121.97ms, mfu 1.06%
iter 749: loss 0.6045, time 123.76ms, mfu 1.06%
step 750: train loss 0.5990, val loss 0.6029
saving checkpoint to out-addition-cot
iter 750: loss 0.5879, time 2467.83ms, mfu 0.96%
iter 751: loss 0.5929, time 123.01ms, mfu 0.97%
iter 752: loss 0.5925, time 115.97ms, mfu 0.99%
iter 753: loss 0.5868, time 119.04ms, mfu 1.00%
iter 754: loss 0.6004, time 116.01ms, mfu 1.01%
iter 755: loss 0.5984, time 118.03ms, mfu 1.02%
iter 756: loss 0.5893, time 118.47ms, mfu 1.03%
iter 757: loss 0.5894, time 121.58ms, mfu 1.03%
iter 758: loss 0.5942, time 121.29ms, mfu 1.04%
iter 759: loss 0.5892, time 121.31ms, mfu 1.04%
iter 760: loss 0.5879, time 123.70ms, mfu 1.04%
iter 761: loss 0.6042, time 121.78ms, mfu 1.04%
iter 762: loss 0.5835, time 123.51ms, mfu 1.04%
iter 763: loss 0.5901, time 122.15ms, mfu 1.05%
iter 764: loss 0.6033, time 126.91ms, mfu 1.04%
iter 765: loss 0.5859, time 118.19ms, mfu 1.05%
iter 766: loss 0.5996, time 123.38ms, mfu 1.05%
iter 767: loss 0.5809, time 130.32ms, mfu 1.05%
iter 768: loss 0.5897, time 119.55ms, mfu 1.05%
iter 769: loss 0.5950, time 132.44ms, mfu 1.04%
iter 770: loss 0.6143, time 125.22ms, mfu 1.04%
iter 771: loss 0.6059, time 118.11ms, mfu 1.05%
iter 772: loss 0.6094, time 120.82ms, mfu 1.05%
iter 773: loss 0.5916, time 131.28ms, mfu 1.05%
iter 774: loss 0.5832, time 128.82ms, mfu 1.04%
iter 775: loss 0.5923, time 125.38ms, mfu 1.04%
iter 776: loss 0.5947, time 126.35ms, mfu 1.04%
iter 777: loss 0.5954, time 122.26ms, mfu 1.04%
iter 778: loss 0.5862, time 132.40ms, mfu 1.04%
iter 779: loss 0.5745, time 120.96ms, mfu 1.04%
iter 780: loss 0.5948, time 127.26ms, mfu 1.04%
iter 781: loss 0.5937, time 119.12ms, mfu 1.05%
iter 782: loss 0.5866, time 121.42ms, mfu 1.05%
iter 783: loss 0.5778, time 131.35ms, mfu 1.04%
iter 784: loss 0.5871, time 130.07ms, mfu 1.04%
iter 785: loss 0.5855, time 113.62ms, mfu 1.05%
iter 786: loss 0.5950, time 125.71ms, mfu 1.05%
iter 787: loss 0.5799, time 122.36ms, mfu 1.05%
iter 788: loss 0.5744, time 118.98ms, mfu 1.05%
iter 789: loss 0.5998, time 129.28ms, mfu 1.05%
iter 790: loss 0.5766, time 115.64ms, mfu 1.06%
iter 791: loss 0.5843, time 121.89ms, mfu 1.06%
iter 792: loss 0.5823, time 125.22ms, mfu 1.06%
iter 793: loss 0.5857, time 119.54ms, mfu 1.06%
iter 794: loss 0.5813, time 125.82ms, mfu 1.06%
iter 795: loss 0.5765, time 121.43ms, mfu 1.06%
iter 796: loss 0.5857, time 121.20ms, mfu 1.06%
iter 797: loss 0.5841, time 124.39ms, mfu 1.06%
iter 798: loss 0.5766, time 121.67ms, mfu 1.06%
iter 799: loss 0.5772, time 131.16ms, mfu 1.05%
iter 800: loss 0.5872, time 116.13ms, mfu 1.06%
iter 801: loss 0.5844, time 123.53ms, mfu 1.06%
iter 802: loss 0.5703, time 121.50ms, mfu 1.06%
iter 803: loss 0.5687, time 122.34ms, mfu 1.06%
iter 804: loss 0.5733, time 123.70ms, mfu 1.06%
iter 805: loss 0.5627, time 116.24ms, mfu 1.07%
iter 806: loss 0.5785, time 128.44ms, mfu 1.06%
iter 807: loss 0.5785, time 120.76ms, mfu 1.06%
iter 808: loss 0.5704, time 123.50ms, mfu 1.06%
iter 809: loss 0.5627, time 114.54ms, mfu 1.07%
iter 810: loss 0.5707, time 125.46ms, mfu 1.07%
iter 811: loss 0.5629, time 122.52ms, mfu 1.07%
iter 812: loss 0.5625, time 126.26ms, mfu 1.06%
iter 813: loss 0.5571, time 129.98ms, mfu 1.06%
iter 814: loss 0.5628, time 117.23ms, mfu 1.06%
iter 815: loss 0.5753, time 123.77ms, mfu 1.06%
iter 816: loss 0.5703, time 120.68ms, mfu 1.06%
iter 817: loss 0.5532, time 123.07ms, mfu 1.06%
iter 818: loss 0.5674, time 129.13ms, mfu 1.06%
iter 819: loss 0.5728, time 129.09ms, mfu 1.05%
iter 820: loss 0.5703, time 122.49ms, mfu 1.05%
iter 821: loss 0.5646, time 126.04ms, mfu 1.05%
iter 822: loss 0.5676, time 126.05ms, mfu 1.05%
iter 823: loss 0.5612, time 118.65ms, mfu 1.05%
iter 824: loss 0.5597, time 124.39ms, mfu 1.05%
iter 825: loss 0.5611, time 118.28ms, mfu 1.06%
iter 826: loss 0.5553, time 116.65ms, mfu 1.06%
iter 827: loss 0.5679, time 121.16ms, mfu 1.07%
iter 828: loss 0.5631, time 124.69ms, mfu 1.06%
iter 829: loss 0.5683, time 123.61ms, mfu 1.06%
iter 830: loss 0.5889, time 125.53ms, mfu 1.06%
iter 831: loss 0.5887, time 124.92ms, mfu 1.06%
iter 832: loss 0.5585, time 118.69ms, mfu 1.06%
iter 833: loss 0.5603, time 127.70ms, mfu 1.06%
iter 834: loss 0.5684, time 126.49ms, mfu 1.06%
iter 835: loss 0.5503, time 123.61ms, mfu 1.06%
iter 836: loss 0.5542, time 123.45ms, mfu 1.06%
iter 837: loss 0.5624, time 120.59ms, mfu 1.06%
iter 838: loss 0.5536, time 130.11ms, mfu 1.05%
iter 839: loss 0.5409, time 115.31ms, mfu 1.06%
iter 840: loss 0.5599, time 122.29ms, mfu 1.06%
iter 841: loss 0.5490, time 128.00ms, mfu 1.06%
iter 842: loss 0.5642, time 122.26ms, mfu 1.06%
iter 843: loss 0.5547, time 120.15ms, mfu 1.06%
iter 844: loss 0.5493, time 123.68ms, mfu 1.06%
iter 845: loss 0.5583, time 127.26ms, mfu 1.06%
iter 846: loss 0.5453, time 118.56ms, mfu 1.06%
iter 847: loss 0.5525, time 125.57ms, mfu 1.06%
iter 848: loss 0.5528, time 117.70ms, mfu 1.06%
iter 849: loss 0.5424, time 122.59ms, mfu 1.06%
iter 850: loss 0.5459, time 125.71ms, mfu 1.06%
iter 851: loss 0.5437, time 122.86ms, mfu 1.06%
iter 852: loss 0.5505, time 122.51ms, mfu 1.06%
iter 853: loss 0.5512, time 126.40ms, mfu 1.06%
iter 854: loss 0.5448, time 124.59ms, mfu 1.06%
iter 855: loss 0.5471, time 124.28ms, mfu 1.06%
iter 856: loss 0.5447, time 129.66ms, mfu 1.05%
iter 857: loss 0.5362, time 122.70ms, mfu 1.05%
iter 858: loss 0.5458, time 120.40ms, mfu 1.05%
iter 859: loss 0.5575, time 126.13ms, mfu 1.05%
iter 860: loss 0.5492, time 126.82ms, mfu 1.05%
iter 861: loss 0.5337, time 126.58ms, mfu 1.05%
iter 862: loss 0.5410, time 118.00ms, mfu 1.05%
iter 863: loss 0.5430, time 131.66ms, mfu 1.05%
iter 864: loss 0.5346, time 127.75ms, mfu 1.04%
iter 865: loss 0.5392, time 127.03ms, mfu 1.04%
iter 866: loss 0.5381, time 122.15ms, mfu 1.04%
iter 867: loss 0.5372, time 118.43ms, mfu 1.05%
iter 868: loss 0.5414, time 123.08ms, mfu 1.05%
iter 869: loss 0.5368, time 129.33ms, mfu 1.05%
iter 870: loss 0.5308, time 124.75ms, mfu 1.05%
iter 871: loss 0.5371, time 121.81ms, mfu 1.05%
iter 872: loss 0.5269, time 122.47ms, mfu 1.05%
iter 873: loss 0.5310, time 116.76ms, mfu 1.06%
iter 874: loss 0.5322, time 123.05ms, mfu 1.06%
iter 875: loss 0.5302, time 130.16ms, mfu 1.05%
iter 876: loss 0.5329, time 116.24ms, mfu 1.06%
iter 877: loss 0.5329, time 128.91ms, mfu 1.05%
iter 878: loss 0.5225, time 122.47ms, mfu 1.05%
iter 879: loss 0.5384, time 124.53ms, mfu 1.05%
iter 880: loss 0.5370, time 119.64ms, mfu 1.06%
iter 881: loss 0.5312, time 129.26ms, mfu 1.05%
iter 882: loss 0.5221, time 124.46ms, mfu 1.05%
iter 883: loss 0.5346, time 123.28ms, mfu 1.05%
iter 884: loss 0.5269, time 122.64ms, mfu 1.05%
iter 885: loss 0.5351, time 126.23ms, mfu 1.05%
iter 886: loss 0.5262, time 121.12ms, mfu 1.05%
iter 887: loss 0.5283, time 123.04ms, mfu 1.05%
iter 888: loss 0.5422, time 122.93ms, mfu 1.05%
iter 889: loss 0.5370, time 121.61ms, mfu 1.06%
iter 890: loss 0.5249, time 124.75ms, mfu 1.06%
iter 891: loss 0.5412, time 134.51ms, mfu 1.05%
iter 892: loss 0.5443, time 127.32ms, mfu 1.04%
iter 893: loss 0.5302, time 132.45ms, mfu 1.04%
iter 894: loss 0.5250, time 121.65ms, mfu 1.04%
iter 895: loss 0.5584, time 128.45ms, mfu 1.04%
iter 896: loss 0.5323, time 125.28ms, mfu 1.04%
iter 897: loss 0.5400, time 128.34ms, mfu 1.04%
iter 898: loss 0.5294, time 123.52ms, mfu 1.04%
