Overriding: device = cuda
Overriding: compile = False
tokens per iteration will be: 4,096
found vocab_size = 50257 (inside data\tool\meta.pkl)
Initializing a new model from scratch
number of parameters: 16.01M
C:\Users\Rayya\cs_gpt_tool\GPT-tool\train.py:199: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
num decayed parameter tensors: 18, with 16,077,056 parameters
num non-decayed parameter tensors: 9, with 2,304 parameters
iter 444: loss 0.7121, time 129.64ms, mfu 1.02%
iter 445: loss 0.7244, time 127.12ms, mfu 1.02%
iter 446: loss 0.7130, time 128.63ms, mfu 1.02%
iter 447: loss 0.7087, time 123.86ms, mfu 1.02%
iter 448: loss 0.6945, time 133.58ms, mfu 1.02%
iter 449: loss 0.7244, time 123.03ms, mfu 1.02%
iter 450: loss 0.6976, time 131.11ms, mfu 1.02%
iter 451: loss 0.8089, time 125.21ms, mfu 1.02%
iter 452: loss 0.7729, time 130.55ms, mfu 1.02%
iter 453: loss 0.7063, time 124.87ms, mfu 1.02%
iter 454: loss 0.8082, time 130.61ms, mfu 1.02%
iter 455: loss 0.7575, time 123.26ms, mfu 1.02%
iter 456: loss 0.7220, time 132.94ms, mfu 1.02%
iter 457: loss 0.7188, time 130.51ms, mfu 1.02%
iter 458: loss 0.6951, time 121.93ms, mfu 1.02%
iter 459: loss 0.7051, time 130.64ms, mfu 1.02%
iter 460: loss 0.6829, time 128.47ms, mfu 1.02%
iter 461: loss 0.6831, time 126.99ms, mfu 1.02%
iter 462: loss 0.6785, time 128.58ms, mfu 1.02%
iter 463: loss 0.6859, time 126.90ms, mfu 1.02%
iter 464: loss 0.7090, time 127.34ms, mfu 1.02%
iter 465: loss 0.6931, time 131.12ms, mfu 1.02%
iter 466: loss 0.6754, time 128.61ms, mfu 1.02%
iter 467: loss 0.6857, time 125.45ms, mfu 1.02%
iter 468: loss 0.6673, time 126.08ms, mfu 1.02%
iter 469: loss 0.6768, time 127.79ms, mfu 1.02%
iter 470: loss 0.6893, time 126.30ms, mfu 1.02%
iter 471: loss 0.6971, time 126.33ms, mfu 1.02%
iter 472: loss 0.6711, time 134.63ms, mfu 1.02%
iter 473: loss 0.6828, time 121.25ms, mfu 1.02%
iter 474: loss 0.6834, time 131.26ms, mfu 1.02%
iter 475: loss 0.6739, time 127.56ms, mfu 1.02%
iter 476: loss 0.6717, time 127.94ms, mfu 1.02%
iter 477: loss 0.6710, time 127.80ms, mfu 1.02%
iter 478: loss 0.6705, time 124.33ms, mfu 1.02%
iter 479: loss 0.6847, time 134.68ms, mfu 1.02%
iter 480: loss 0.6714, time 123.41ms, mfu 1.02%
iter 481: loss 0.6594, time 128.64ms, mfu 1.02%
iter 482: loss 0.6713, time 132.31ms, mfu 1.02%
iter 483: loss 0.6923, time 128.31ms, mfu 1.02%
iter 484: loss 0.6620, time 127.72ms, mfu 1.02%
iter 485: loss 0.6650, time 128.91ms, mfu 1.02%
iter 486: loss 0.6841, time 120.76ms, mfu 1.02%
iter 487: loss 0.6801, time 131.22ms, mfu 1.02%
iter 488: loss 0.6757, time 136.87ms, mfu 1.01%
iter 489: loss 0.6650, time 125.14ms, mfu 1.02%
iter 490: loss 0.7448, time 134.00ms, mfu 1.01%
iter 491: loss 0.7341, time 133.90ms, mfu 1.01%
iter 492: loss 0.6820, time 127.06ms, mfu 1.01%
iter 493: loss 0.6623, time 126.94ms, mfu 1.01%
iter 494: loss 0.6930, time 137.57ms, mfu 1.00%
iter 495: loss 0.6879, time 127.07ms, mfu 1.01%
iter 496: loss 0.6598, time 134.18ms, mfu 1.00%
iter 497: loss 0.6644, time 122.72ms, mfu 1.01%
iter 498: loss 0.6688, time 132.25ms, mfu 1.01%
iter 499: loss 0.6725, time 130.92ms, mfu 1.01%
step 500: train loss 0.6598, val loss 0.6660
saving checkpoint to out-addition-cot
iter 500: loss 0.6614, time 2599.53ms, mfu 0.91%
iter 501: loss 0.6738, time 122.07ms, mfu 0.93%
iter 502: loss 0.6675, time 115.01ms, mfu 0.95%
iter 503: loss 0.6442, time 123.53ms, mfu 0.96%
iter 504: loss 0.6481, time 120.43ms, mfu 0.97%
iter 505: loss 0.6409, time 120.82ms, mfu 0.98%
iter 506: loss 0.6534, time 122.94ms, mfu 0.99%
iter 507: loss 0.6628, time 129.36ms, mfu 0.99%
iter 508: loss 0.6473, time 122.30ms, mfu 1.00%
iter 509: loss 0.6518, time 129.27ms, mfu 1.00%
iter 510: loss 0.6658, time 136.95ms, mfu 0.99%
iter 511: loss 0.6634, time 135.93ms, mfu 0.99%
iter 512: loss 0.6656, time 129.12ms, mfu 0.99%
iter 513: loss 0.6626, time 131.89ms, mfu 0.99%
iter 514: loss 0.6463, time 135.42ms, mfu 0.99%
iter 515: loss 0.6617, time 127.18ms, mfu 0.99%
iter 516: loss 0.6544, time 132.55ms, mfu 0.99%
iter 517: loss 0.6675, time 129.90ms, mfu 0.99%
iter 518: loss 0.6334, time 138.81ms, mfu 0.99%
iter 519: loss 0.6536, time 120.88ms, mfu 1.00%
iter 520: loss 0.6377, time 131.11ms, mfu 1.00%
iter 521: loss 0.6697, time 131.89ms, mfu 1.00%
iter 522: loss 0.6565, time 130.61ms, mfu 1.00%
iter 523: loss 0.6756, time 129.37ms, mfu 1.00%
iter 524: loss 0.6652, time 131.26ms, mfu 1.00%
iter 525: loss 0.6670, time 133.11ms, mfu 0.99%
iter 526: loss 0.6670, time 134.22ms, mfu 0.99%
iter 527: loss 0.6494, time 134.99ms, mfu 0.99%
iter 528: loss 0.6622, time 139.90ms, mfu 0.98%
iter 529: loss 0.6636, time 145.86ms, mfu 0.97%
iter 530: loss 0.6754, time 137.12ms, mfu 0.97%
iter 531: loss 0.6678, time 144.81ms, mfu 0.96%
iter 532: loss 0.6354, time 132.48ms, mfu 0.97%
iter 533: loss 0.6517, time 137.05ms, mfu 0.97%
iter 534: loss 0.6735, time 142.47ms, mfu 0.96%
iter 535: loss 0.6860, time 143.33ms, mfu 0.95%
iter 536: loss 0.6584, time 139.75ms, mfu 0.95%
iter 537: loss 0.6642, time 142.04ms, mfu 0.95%
iter 538: loss 0.6477, time 143.94ms, mfu 0.94%
iter 539: loss 0.6514, time 141.04ms, mfu 0.94%
iter 540: loss 0.6482, time 140.70ms, mfu 0.94%
iter 541: loss 0.6459, time 136.92ms, mfu 0.94%
iter 542: loss 0.6418, time 132.48ms, mfu 0.95%
iter 543: loss 0.6375, time 146.20ms, mfu 0.94%
iter 544: loss 0.6334, time 129.71ms, mfu 0.95%
iter 545: loss 0.6390, time 169.01ms, mfu 0.93%
iter 546: loss 0.6283, time 127.41ms, mfu 0.94%
iter 547: loss 0.6418, time 135.82ms, mfu 0.94%
iter 548: loss 0.6402, time 140.71ms, mfu 0.94%
iter 549: loss 0.6384, time 147.32ms, mfu 0.93%
iter 550: loss 0.6327, time 142.26ms, mfu 0.93%
iter 551: loss 0.6442, time 136.78ms, mfu 0.93%
iter 552: loss 0.6355, time 155.68ms, mfu 0.92%
iter 553: loss 0.6517, time 141.43ms, mfu 0.92%
iter 554: loss 0.6270, time 137.24ms, mfu 0.93%
iter 555: loss 0.6483, time 140.47ms, mfu 0.93%
Traceback (most recent call last):
  File "C:\Users\Rayya\cs_gpt_tool\GPT-tool\train.py", line 303, in <module>
    logits, loss = model(X, Y)
                   ^^^^^^^^^^^
  File "C:\Users\Rayya\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\torch\nn\modules\module.py", line 1736, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Rayya\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\torch\nn\modules\module.py", line 1747, in _call_impl
    return forward_call(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Rayya\cs_gpt_tool\GPT-tool\model.py", line 183, in forward
    x = block(x)
        ^^^^^^^^
  File "C:\Users\Rayya\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\torch\nn\modules\module.py", line 1736, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Rayya\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\torch\nn\modules\module.py", line 1747, in _call_impl
    return forward_call(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Rayya\cs_gpt_tool\GPT-tool\model.py", line 106, in forward
    x = x + self.attn(self.ln_1(x))
            ^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Rayya\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\torch\nn\modules\module.py", line 1736, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Rayya\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\torch\nn\modules\module.py", line 1747, in _call_impl
    return forward_call(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Rayya\cs_gpt_tool\GPT-tool\model.py", line 77, in forward
    y = self.resid_dropout(self.c_proj(y))
                           ^^^^^^^^^^^^^^
  File "C:\Users\Rayya\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\torch\nn\modules\module.py", line 1736, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Rayya\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\torch\nn\modules\module.py", line 1747, in _call_impl
    return forward_call(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Rayya\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\torch\nn\modules\linear.py", line 125, in forward
    return F.linear(input, self.weight, self.bias)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
KeyboardInterrupt
