Overriding: device = cuda
Overriding: compile = False
tokens per iteration will be: 4,096
found vocab_size = 50257 (inside data\tool\meta.pkl)
Initializing a new model from scratch
number of parameters: 16.01M
C:\Users\Rayya\cs_gpt_tool\GPT-tool\train.py:199: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
num decayed parameter tensors: 18, with 16,077,056 parameters
num non-decayed parameter tensors: 9, with 2,304 parameters
iter 444: loss 0.7121, time 128.58ms, mfu 0.97%
iter 445: loss 0.7244, time 133.83ms, mfu 0.97%
iter 446: loss 0.7130, time 137.45ms, mfu 0.97%
iter 447: loss 0.7087, time 127.40ms, mfu 0.97%
iter 448: loss 0.6945, time 133.13ms, mfu 0.97%
iter 449: loss 0.7244, time 130.22ms, mfu 0.98%
iter 450: loss 0.6976, time 126.39ms, mfu 0.98%
iter 451: loss 0.8089, time 133.97ms, mfu 0.98%
iter 452: loss 0.7729, time 130.97ms, mfu 0.98%
iter 453: loss 0.7063, time 134.46ms, mfu 0.98%
iter 454: loss 0.8082, time 126.29ms, mfu 0.99%
iter 455: loss 0.7575, time 135.60ms, mfu 0.98%
iter 456: loss 0.7220, time 127.27ms, mfu 0.99%
iter 457: loss 0.7188, time 135.02ms, mfu 0.99%
iter 458: loss 0.6951, time 130.23ms, mfu 0.99%
iter 459: loss 0.7051, time 137.56ms, mfu 0.98%
iter 460: loss 0.6829, time 132.55ms, mfu 0.98%
iter 461: loss 0.6831, time 133.35ms, mfu 0.98%
iter 462: loss 0.6785, time 134.75ms, mfu 0.98%
iter 463: loss 0.6859, time 138.35ms, mfu 0.98%
iter 464: loss 0.7090, time 135.75ms, mfu 0.98%
iter 465: loss 0.6931, time 133.61ms, mfu 0.98%
iter 466: loss 0.6754, time 139.34ms, mfu 0.97%
iter 467: loss 0.6857, time 141.35ms, mfu 0.97%
iter 468: loss 0.6673, time 134.60ms, mfu 0.97%
iter 469: loss 0.6768, time 135.51ms, mfu 0.97%
iter 470: loss 0.6893, time 136.20ms, mfu 0.96%
iter 471: loss 0.6971, time 139.45ms, mfu 0.96%
iter 472: loss 0.6711, time 132.78ms, mfu 0.96%
iter 473: loss 0.6828, time 134.74ms, mfu 0.96%
iter 474: loss 0.6834, time 130.41ms, mfu 0.97%
iter 475: loss 0.6739, time 138.56ms, mfu 0.96%
iter 476: loss 0.6717, time 134.11ms, mfu 0.97%
iter 477: loss 0.6710, time 135.59ms, mfu 0.96%
iter 478: loss 0.6705, time 133.16ms, mfu 0.97%
iter 479: loss 0.6847, time 127.59ms, mfu 0.97%
iter 480: loss 0.6714, time 137.52ms, mfu 0.97%
iter 481: loss 0.6594, time 139.17ms, mfu 0.97%
iter 482: loss 0.6713, time 129.69ms, mfu 0.97%
iter 483: loss 0.6923, time 131.37ms, mfu 0.97%
iter 484: loss 0.6620, time 131.35ms, mfu 0.97%
iter 485: loss 0.6650, time 138.65ms, mfu 0.97%
iter 486: loss 0.6841, time 129.76ms, mfu 0.97%
iter 487: loss 0.6801, time 128.13ms, mfu 0.98%
iter 488: loss 0.6757, time 124.87ms, mfu 0.98%
iter 489: loss 0.6650, time 136.18ms, mfu 0.98%
iter 490: loss 0.7448, time 131.10ms, mfu 0.98%
iter 491: loss 0.7341, time 130.69ms, mfu 0.98%
iter 492: loss 0.6820, time 129.79ms, mfu 0.99%
iter 493: loss 0.6623, time 127.22ms, mfu 0.99%
iter 494: loss 0.6930, time 127.74ms, mfu 0.99%
iter 495: loss 0.6879, time 134.47ms, mfu 0.99%
iter 496: loss 0.6598, time 130.02ms, mfu 0.99%
iter 497: loss 0.6644, time 126.56ms, mfu 1.00%
iter 498: loss 0.6688, time 134.42ms, mfu 0.99%
iter 499: loss 0.6725, time 131.46ms, mfu 0.99%
step 500: train loss 0.6598, val loss 0.6660
saving checkpoint to out-addition-scratch
iter 500: loss 0.6614, time 2635.65ms, mfu 0.90%
iter 501: loss 0.6738, time 120.37ms, mfu 0.92%
iter 502: loss 0.6675, time 130.32ms, mfu 0.93%
iter 503: loss 0.6442, time 116.83ms, mfu 0.94%
iter 504: loss 0.6481, time 112.91ms, mfu 0.97%
iter 505: loss 0.6409, time 123.43ms, mfu 0.97%
iter 506: loss 0.6534, time 128.02ms, mfu 0.98%
iter 507: loss 0.6628, time 124.23ms, mfu 0.99%
iter 508: loss 0.6473, time 124.56ms, mfu 0.99%
iter 509: loss 0.6518, time 124.70ms, mfu 1.00%
iter 510: loss 0.6658, time 134.56ms, mfu 0.99%
iter 511: loss 0.6634, time 136.34ms, mfu 0.99%
iter 512: loss 0.6656, time 139.33ms, mfu 0.98%
iter 513: loss 0.6626, time 132.36ms, mfu 0.98%
iter 514: loss 0.6463, time 141.06ms, mfu 0.98%
iter 515: loss 0.6617, time 135.44ms, mfu 0.98%
iter 516: loss 0.6544, time 137.95ms, mfu 0.97%
iter 517: loss 0.6675, time 138.50ms, mfu 0.97%
iter 518: loss 0.6334, time 143.80ms, mfu 0.96%
iter 519: loss 0.6536, time 126.36ms, mfu 0.97%
iter 520: loss 0.6377, time 133.04ms, mfu 0.97%
iter 521: loss 0.6697, time 134.49ms, mfu 0.97%
iter 522: loss 0.6565, time 136.70ms, mfu 0.97%
iter 523: loss 0.6756, time 137.53ms, mfu 0.97%
iter 524: loss 0.6652, time 130.49ms, mfu 0.97%
iter 525: loss 0.6670, time 132.17ms, mfu 0.97%
iter 526: loss 0.6670, time 137.04ms, mfu 0.97%
iter 527: loss 0.6494, time 126.67ms, mfu 0.98%
iter 528: loss 0.6622, time 131.48ms, mfu 0.98%
iter 529: loss 0.6636, time 135.42ms, mfu 0.98%
iter 530: loss 0.6754, time 127.21ms, mfu 0.98%
iter 531: loss 0.6678, time 136.60ms, mfu 0.98%
iter 532: loss 0.6354, time 137.07ms, mfu 0.97%
iter 533: loss 0.6517, time 138.92ms, mfu 0.97%
iter 534: loss 0.6735, time 131.80ms, mfu 0.97%
iter 535: loss 0.6860, time 131.57ms, mfu 0.97%
iter 536: loss 0.6584, time 136.21ms, mfu 0.97%
iter 537: loss 0.6642, time 135.34ms, mfu 0.97%
iter 538: loss 0.6477, time 131.06ms, mfu 0.97%
iter 539: loss 0.6514, time 138.72ms, mfu 0.97%
iter 540: loss 0.6482, time 130.86ms, mfu 0.97%
iter 541: loss 0.6459, time 133.30ms, mfu 0.97%
iter 542: loss 0.6418, time 131.81ms, mfu 0.97%
iter 543: loss 0.6375, time 133.70ms, mfu 0.97%
iter 544: loss 0.6334, time 132.52ms, mfu 0.98%
iter 545: loss 0.6390, time 134.03ms, mfu 0.98%
iter 546: loss 0.6283, time 131.49ms, mfu 0.98%
iter 547: loss 0.6418, time 130.51ms, mfu 0.98%
iter 548: loss 0.6402, time 127.80ms, mfu 0.98%
iter 549: loss 0.6384, time 136.38ms, mfu 0.98%
iter 550: loss 0.6327, time 130.20ms, mfu 0.98%
iter 551: loss 0.6442, time 127.83ms, mfu 0.99%
iter 552: loss 0.6355, time 131.64ms, mfu 0.99%
iter 553: loss 0.6517, time 136.88ms, mfu 0.98%
iter 554: loss 0.6270, time 130.85ms, mfu 0.98%
iter 555: loss 0.6483, time 130.36ms, mfu 0.99%
iter 556: loss 0.6317, time 132.28ms, mfu 0.99%
iter 557: loss 0.6464, time 140.30ms, mfu 0.98%
iter 558: loss 0.6375, time 130.93ms, mfu 0.98%
iter 559: loss 0.6426, time 124.52ms, mfu 0.99%
iter 560: loss 0.6360, time 135.69ms, mfu 0.99%
iter 561: loss 0.6335, time 131.01ms, mfu 0.99%
iter 562: loss 0.6343, time 134.46ms, mfu 0.98%
iter 563: loss 0.6303, time 128.10ms, mfu 0.99%
iter 564: loss 0.6401, time 131.25ms, mfu 0.99%
iter 565: loss 0.6262, time 137.18ms, mfu 0.98%
iter 566: loss 0.6275, time 134.22ms, mfu 0.98%
iter 567: loss 0.6514, time 135.34ms, mfu 0.98%
iter 568: loss 0.6439, time 130.33ms, mfu 0.98%
iter 569: loss 0.6347, time 137.72ms, mfu 0.98%
iter 570: loss 0.6440, time 131.01ms, mfu 0.98%
iter 571: loss 0.6449, time 129.85ms, mfu 0.98%
iter 572: loss 0.6277, time 130.75ms, mfu 0.98%
iter 573: loss 0.6350, time 138.75ms, mfu 0.98%
iter 574: loss 0.6256, time 134.81ms, mfu 0.98%
iter 575: loss 0.6383, time 131.45ms, mfu 0.98%
iter 576: loss 0.6366, time 141.88ms, mfu 0.97%
iter 577: loss 0.6394, time 131.38ms, mfu 0.98%
iter 578: loss 0.6375, time 128.15ms, mfu 0.98%
iter 579: loss 0.6368, time 134.47ms, mfu 0.98%
iter 580: loss 0.6286, time 133.78ms, mfu 0.98%
iter 581: loss 0.6308, time 124.28ms, mfu 0.98%
iter 582: loss 0.6261, time 139.66ms, mfu 0.98%
iter 583: loss 0.6267, time 128.11ms, mfu 0.98%
iter 584: loss 0.6448, time 132.82ms, mfu 0.98%
iter 585: loss 0.6367, time 139.70ms, mfu 0.98%
iter 586: loss 0.6438, time 130.32ms, mfu 0.98%
iter 587: loss 0.6364, time 132.91ms, mfu 0.98%
iter 588: loss 0.6486, time 131.45ms, mfu 0.98%
iter 589: loss 0.6516, time 132.49ms, mfu 0.98%
iter 590: loss 0.6357, time 137.33ms, mfu 0.98%
iter 591: loss 0.6447, time 133.04ms, mfu 0.98%
iter 592: loss 0.6384, time 130.65ms, mfu 0.98%
iter 593: loss 0.6294, time 131.16ms, mfu 0.98%
iter 594: loss 0.6403, time 132.68ms, mfu 0.98%
iter 595: loss 0.6299, time 126.83ms, mfu 0.99%
iter 596: loss 0.6234, time 137.43ms, mfu 0.98%
iter 597: loss 0.6356, time 136.25ms, mfu 0.98%
iter 598: loss 0.6264, time 126.96ms, mfu 0.98%
iter 599: loss 0.6206, time 128.30ms, mfu 0.99%
iter 600: loss 0.6139, time 139.13ms, mfu 0.98%
iter 601: loss 0.6468, time 128.19ms, mfu 0.99%
iter 602: loss 0.6583, time 130.01ms, mfu 0.99%
iter 603: loss 0.6312, time 128.06ms, mfu 0.99%
iter 604: loss 0.6356, time 130.10ms, mfu 0.99%
iter 605: loss 0.6468, time 130.09ms, mfu 0.99%
iter 606: loss 0.7024, time 131.87ms, mfu 0.99%
iter 607: loss 0.6421, time 128.59ms, mfu 0.99%
iter 608: loss 0.6341, time 137.01ms, mfu 0.99%
iter 609: loss 0.6291, time 137.69ms, mfu 0.99%
iter 610: loss 0.6429, time 130.95ms, mfu 0.99%
iter 611: loss 0.6420, time 132.36ms, mfu 0.99%
iter 612: loss 0.6669, time 147.54ms, mfu 0.98%
iter 613: loss 0.6645, time 143.27ms, mfu 0.97%
iter 614: loss 0.6397, time 144.44ms, mfu 0.96%
iter 615: loss 0.6574, time 135.14ms, mfu 0.96%
iter 616: loss 0.6389, time 139.54ms, mfu 0.96%
iter 617: loss 0.6635, time 134.43ms, mfu 0.96%
iter 618: loss 0.6581, time 136.08ms, mfu 0.96%
iter 619: loss 0.6419, time 140.63ms, mfu 0.96%
iter 620: loss 0.6338, time 136.49ms, mfu 0.96%
iter 621: loss 0.6369, time 137.01ms, mfu 0.96%
iter 622: loss 0.6280, time 129.42ms, mfu 0.96%
iter 623: loss 0.6331, time 137.27ms, mfu 0.96%
iter 624: loss 0.6338, time 133.27ms, mfu 0.96%
iter 625: loss 0.6265, time 137.51ms, mfu 0.96%
iter 626: loss 0.6164, time 129.89ms, mfu 0.96%
iter 627: loss 0.6161, time 127.04ms, mfu 0.97%
iter 628: loss 0.6294, time 136.55ms, mfu 0.97%
iter 629: loss 0.6107, time 130.72ms, mfu 0.97%
iter 630: loss 0.6198, time 129.64ms, mfu 0.98%
iter 631: loss 0.6274, time 138.38ms, mfu 0.97%
iter 632: loss 0.6375, time 131.05ms, mfu 0.97%
iter 633: loss 0.6201, time 131.09ms, mfu 0.98%
iter 634: loss 0.6287, time 132.44ms, mfu 0.98%
iter 635: loss 0.6439, time 131.34ms, mfu 0.98%
iter 636: loss 0.6175, time 136.75ms, mfu 0.98%
iter 637: loss 0.6215, time 131.44ms, mfu 0.98%
iter 638: loss 0.6313, time 133.95ms, mfu 0.98%
iter 639: loss 0.6243, time 130.81ms, mfu 0.98%
iter 640: loss 0.6180, time 129.91ms, mfu 0.98%
iter 641: loss 0.6299, time 130.27ms, mfu 0.98%
iter 642: loss 0.6311, time 137.61ms, mfu 0.98%
iter 643: loss 0.6205, time 129.77ms, mfu 0.98%
iter 644: loss 0.6352, time 139.36ms, mfu 0.98%
iter 645: loss 0.6261, time 132.58ms, mfu 0.98%
iter 646: loss 0.6218, time 129.69ms, mfu 0.98%
iter 647: loss 0.6308, time 139.41ms, mfu 0.98%
iter 648: loss 0.6208, time 134.26ms, mfu 0.98%
iter 649: loss 0.6367, time 132.35ms, mfu 0.98%
iter 650: loss 0.6435, time 133.30ms, mfu 0.98%
iter 651: loss 0.6368, time 137.14ms, mfu 0.97%
iter 652: loss 0.6216, time 135.46ms, mfu 0.97%
iter 653: loss 0.6201, time 131.74ms, mfu 0.97%
iter 654: loss 0.6278, time 151.91ms, mfu 0.96%
iter 655: loss 0.6213, time 133.67ms, mfu 0.96%
iter 656: loss 0.6289, time 140.31ms, mfu 0.96%
iter 657: loss 0.6230, time 133.32ms, mfu 0.96%
iter 658: loss 0.6198, time 131.97ms, mfu 0.96%
iter 659: loss 0.6254, time 139.94ms, mfu 0.96%
iter 660: loss 0.6314, time 139.62ms, mfu 0.96%
iter 661: loss 0.6275, time 129.08ms, mfu 0.96%
iter 662: loss 0.6118, time 137.22ms, mfu 0.96%
iter 663: loss 0.6212, time 125.86ms, mfu 0.97%
iter 664: loss 0.6218, time 140.52ms, mfu 0.96%
iter 665: loss 0.6160, time 130.03ms, mfu 0.97%
iter 666: loss 0.6094, time 132.89ms, mfu 0.97%
iter 667: loss 0.6133, time 134.34ms, mfu 0.97%
iter 668: loss 0.6029, time 123.88ms, mfu 0.98%
iter 669: loss 0.6114, time 141.08ms, mfu 0.97%
iter 670: loss 0.6101, time 134.93ms, mfu 0.97%
iter 671: loss 0.6227, time 140.64ms, mfu 0.97%
iter 672: loss 0.6058, time 130.34ms, mfu 0.97%
iter 673: loss 0.6187, time 121.76ms, mfu 0.98%
iter 674: loss 0.6101, time 131.35ms, mfu 0.98%
iter 675: loss 0.6286, time 138.90ms, mfu 0.98%
iter 676: loss 0.6171, time 130.27ms, mfu 0.98%
iter 677: loss 0.6227, time 140.87ms, mfu 0.97%
iter 678: loss 0.6602, time 130.12ms, mfu 0.98%
iter 679: loss 0.6396, time 141.06ms, mfu 0.97%
iter 680: loss 0.6329, time 129.91ms, mfu 0.97%
iter 681: loss 0.6100, time 134.03ms, mfu 0.97%
iter 682: loss 0.6222, time 131.63ms, mfu 0.98%
iter 683: loss 0.6059, time 131.09ms, mfu 0.98%
iter 684: loss 0.6085, time 131.87ms, mfu 0.98%
iter 685: loss 0.6058, time 132.72ms, mfu 0.98%
iter 686: loss 0.6059, time 144.07ms, mfu 0.97%
iter 687: loss 0.6118, time 130.18ms, mfu 0.97%
iter 688: loss 0.6030, time 129.51ms, mfu 0.98%
iter 689: loss 0.6059, time 144.97ms, mfu 0.97%
iter 690: loss 0.6141, time 134.88ms, mfu 0.97%
iter 691: loss 0.6089, time 133.18ms, mfu 0.97%
iter 692: loss 0.6119, time 133.91ms, mfu 0.97%
iter 693: loss 0.6048, time 139.76ms, mfu 0.97%
iter 694: loss 0.6035, time 129.14ms, mfu 0.97%
iter 695: loss 0.6035, time 133.45ms, mfu 0.97%
iter 696: loss 0.6032, time 135.95ms, mfu 0.97%
iter 697: loss 0.5953, time 134.20ms, mfu 0.97%
iter 698: loss 0.5935, time 136.31ms, mfu 0.97%
iter 699: loss 0.6609, time 136.00ms, mfu 0.97%
iter 700: loss 0.6159, time 124.68ms, mfu 0.98%
iter 701: loss 0.6124, time 135.68ms, mfu 0.97%
iter 702: loss 0.6111, time 127.23ms, mfu 0.98%
iter 703: loss 0.5932, time 140.34ms, mfu 0.97%
iter 704: loss 0.5954, time 131.95ms, mfu 0.98%
iter 705: loss 0.6025, time 131.47ms, mfu 0.98%
iter 706: loss 0.6006, time 131.37ms, mfu 0.98%
iter 707: loss 0.5967, time 134.65ms, mfu 0.98%
iter 708: loss 0.5961, time 130.83ms, mfu 0.98%
iter 709: loss 0.5985, time 129.74ms, mfu 0.98%
iter 710: loss 0.6134, time 130.50ms, mfu 0.98%
iter 711: loss 0.6320, time 134.42ms, mfu 0.98%
iter 712: loss 0.6166, time 134.67ms, mfu 0.98%
iter 713: loss 0.6018, time 122.67ms, mfu 0.99%
iter 714: loss 0.6034, time 130.72ms, mfu 0.99%
iter 715: loss 0.5940, time 138.22ms, mfu 0.98%
iter 716: loss 0.6090, time 130.55ms, mfu 0.99%
iter 717: loss 0.5936, time 129.80ms, mfu 0.99%
iter 718: loss 0.6187, time 131.00ms, mfu 0.99%
iter 719: loss 0.5906, time 138.48ms, mfu 0.98%
iter 720: loss 0.6108, time 129.99ms, mfu 0.99%
iter 721: loss 0.6019, time 132.28ms, mfu 0.99%
iter 722: loss 0.5888, time 130.73ms, mfu 0.99%
iter 723: loss 0.5856, time 131.09ms, mfu 0.99%
iter 724: loss 0.5972, time 124.48ms, mfu 0.99%
iter 725: loss 0.5826, time 128.88ms, mfu 0.99%
iter 726: loss 0.6015, time 145.25ms, mfu 0.99%
iter 727: loss 0.5862, time 130.23ms, mfu 0.99%
iter 728: loss 0.5898, time 135.74ms, mfu 0.98%
iter 729: loss 0.5897, time 129.29ms, mfu 0.99%
iter 730: loss 0.5847, time 137.23ms, mfu 0.98%
iter 731: loss 0.5821, time 140.71ms, mfu 0.98%
iter 732: loss 0.5979, time 131.97ms, mfu 0.98%
iter 733: loss 0.5864, time 134.27ms, mfu 0.98%
iter 734: loss 0.5873, time 139.95ms, mfu 0.97%
iter 735: loss 0.5980, time 130.35ms, mfu 0.98%
iter 736: loss 0.5796, time 129.52ms, mfu 0.98%
iter 737: loss 0.5849, time 136.62ms, mfu 0.98%
iter 738: loss 0.5897, time 142.22ms, mfu 0.97%
iter 739: loss 0.5925, time 129.37ms, mfu 0.97%
iter 740: loss 0.5996, time 129.90ms, mfu 0.98%
iter 741: loss 0.5940, time 137.33ms, mfu 0.97%
iter 742: loss 0.5882, time 129.99ms, mfu 0.98%
iter 743: loss 0.5896, time 132.71ms, mfu 0.98%
iter 744: loss 0.5923, time 134.05ms, mfu 0.98%
iter 745: loss 0.5936, time 134.24ms, mfu 0.98%
iter 746: loss 0.5812, time 127.82ms, mfu 0.98%
iter 747: loss 0.5944, time 134.85ms, mfu 0.98%
iter 748: loss 0.5971, time 132.24ms, mfu 0.98%
iter 749: loss 0.6045, time 134.75ms, mfu 0.98%
step 750: train loss 0.5990, val loss 0.6029
saving checkpoint to out-addition-scratch
iter 750: loss 0.5879, time 2562.66ms, mfu 0.89%
iter 751: loss 0.5929, time 134.81ms, mfu 0.89%
iter 752: loss 0.5925, time 116.14ms, mfu 0.92%
iter 753: loss 0.5868, time 119.17ms, mfu 0.93%
iter 754: loss 0.6004, time 133.05ms, mfu 0.94%
iter 755: loss 0.5984, time 120.48ms, mfu 0.95%
iter 756: loss 0.5893, time 126.87ms, mfu 0.96%
iter 757: loss 0.5894, time 123.79ms, mfu 0.97%
iter 758: loss 0.5942, time 137.81ms, mfu 0.97%
iter 759: loss 0.5892, time 139.43ms, mfu 0.96%
iter 760: loss 0.5879, time 131.55ms, mfu 0.97%
iter 761: loss 0.6042, time 145.28ms, mfu 0.96%
iter 762: loss 0.5835, time 135.91ms, mfu 0.96%
iter 763: loss 0.5901, time 127.89ms, mfu 0.97%
iter 764: loss 0.6033, time 147.34ms, mfu 0.96%
iter 765: loss 0.5859, time 136.17ms, mfu 0.96%
iter 766: loss 0.5996, time 131.11ms, mfu 0.96%
iter 767: loss 0.5809, time 139.10ms, mfu 0.96%
iter 768: loss 0.5897, time 135.91ms, mfu 0.96%
iter 769: loss 0.5950, time 125.52ms, mfu 0.97%
iter 770: loss 0.6143, time 140.46ms, mfu 0.96%
iter 771: loss 0.6059, time 137.38ms, mfu 0.96%
iter 772: loss 0.6094, time 130.54ms, mfu 0.96%
iter 773: loss 0.5916, time 141.91ms, mfu 0.96%
iter 774: loss 0.5832, time 128.02ms, mfu 0.97%
iter 775: loss 0.5923, time 128.59ms, mfu 0.97%
iter 776: loss 0.5947, time 130.57ms, mfu 0.97%
iter 777: loss 0.5954, time 138.33ms, mfu 0.97%
iter 778: loss 0.5862, time 131.65ms, mfu 0.97%
iter 779: loss 0.5745, time 138.12ms, mfu 0.97%
iter 780: loss 0.5948, time 138.75ms, mfu 0.97%
iter 781: loss 0.5937, time 134.88ms, mfu 0.97%
iter 782: loss 0.5866, time 132.43ms, mfu 0.97%
iter 783: loss 0.5778, time 131.77ms, mfu 0.97%
iter 784: loss 0.5871, time 135.83ms, mfu 0.97%
iter 785: loss 0.5855, time 137.13ms, mfu 0.97%
iter 786: loss 0.5950, time 134.19ms, mfu 0.97%
iter 787: loss 0.5799, time 132.99ms, mfu 0.97%
iter 788: loss 0.5744, time 128.62ms, mfu 0.97%
iter 789: loss 0.5998, time 143.41ms, mfu 0.97%
iter 790: loss 0.5766, time 141.40ms, mfu 0.96%
iter 791: loss 0.5843, time 126.22ms, mfu 0.97%
iter 792: loss 0.5823, time 137.61ms, mfu 0.97%
iter 793: loss 0.5857, time 134.24ms, mfu 0.97%
iter 794: loss 0.5813, time 132.28ms, mfu 0.97%
iter 795: loss 0.5765, time 131.38ms, mfu 0.97%
iter 796: loss 0.5857, time 134.24ms, mfu 0.97%
iter 797: loss 0.5841, time 132.60ms, mfu 0.97%
iter 798: loss 0.5766, time 137.15ms, mfu 0.97%
iter 799: loss 0.5772, time 140.45ms, mfu 0.97%
iter 800: loss 0.5872, time 124.70ms, mfu 0.97%
iter 801: loss 0.5844, time 129.78ms, mfu 0.98%
iter 802: loss 0.5703, time 129.12ms, mfu 0.98%
iter 803: loss 0.5687, time 134.16ms, mfu 0.98%
iter 804: loss 0.5733, time 133.14ms, mfu 0.98%
iter 805: loss 0.5627, time 141.20ms, mfu 0.97%
iter 806: loss 0.5785, time 129.38ms, mfu 0.98%
iter 807: loss 0.5785, time 134.68ms, mfu 0.98%
iter 808: loss 0.5704, time 127.58ms, mfu 0.98%
iter 809: loss 0.5627, time 140.28ms, mfu 0.98%
iter 810: loss 0.5707, time 132.06ms, mfu 0.98%
iter 811: loss 0.5629, time 130.41ms, mfu 0.98%
iter 812: loss 0.5625, time 129.65ms, mfu 0.98%
iter 813: loss 0.5571, time 132.23ms, mfu 0.98%
iter 814: loss 0.5628, time 137.11ms, mfu 0.98%
iter 815: loss 0.5753, time 130.00ms, mfu 0.98%
iter 816: loss 0.5703, time 120.27ms, mfu 0.99%
iter 817: loss 0.5532, time 138.39ms, mfu 0.99%
iter 818: loss 0.5674, time 135.10ms, mfu 0.98%
iter 819: loss 0.5728, time 128.01ms, mfu 0.99%
iter 820: loss 0.5703, time 133.38ms, mfu 0.99%
iter 821: loss 0.5646, time 132.92ms, mfu 0.99%
iter 822: loss 0.5676, time 133.93ms, mfu 0.98%
iter 823: loss 0.5612, time 136.54ms, mfu 0.98%
iter 824: loss 0.5597, time 129.31ms, mfu 0.98%
iter 825: loss 0.5611, time 138.47ms, mfu 0.98%
iter 826: loss 0.5553, time 129.12ms, mfu 0.98%
iter 827: loss 0.5679, time 135.20ms, mfu 0.98%
iter 828: loss 0.5631, time 147.00ms, mfu 0.97%
iter 829: loss 0.5683, time 137.78ms, mfu 0.97%
iter 830: loss 0.5889, time 134.80ms, mfu 0.97%
iter 831: loss 0.5887, time 131.05ms, mfu 0.97%
iter 832: loss 0.5585, time 145.54ms, mfu 0.96%
iter 833: loss 0.5603, time 136.73ms, mfu 0.96%
iter 834: loss 0.5684, time 137.44ms, mfu 0.96%
iter 835: loss 0.5503, time 141.14ms, mfu 0.96%
iter 836: loss 0.5542, time 135.75ms, mfu 0.96%
iter 837: loss 0.5624, time 136.80ms, mfu 0.96%
iter 838: loss 0.5536, time 131.21ms, mfu 0.96%
iter 839: loss 0.5409, time 135.66ms, mfu 0.96%
iter 840: loss 0.5599, time 136.69ms, mfu 0.96%
iter 841: loss 0.5490, time 133.94ms, mfu 0.96%
iter 842: loss 0.5642, time 140.20ms, mfu 0.96%
iter 843: loss 0.5547, time 134.91ms, mfu 0.96%
iter 844: loss 0.5493, time 130.76ms, mfu 0.96%
iter 845: loss 0.5583, time 129.33ms, mfu 0.97%
iter 846: loss 0.5453, time 136.91ms, mfu 0.97%
iter 847: loss 0.5525, time 132.10ms, mfu 0.97%
iter 848: loss 0.5528, time 132.82ms, mfu 0.97%
iter 849: loss 0.5424, time 136.79ms, mfu 0.97%
iter 850: loss 0.5459, time 131.56ms, mfu 0.97%
iter 851: loss 0.5437, time 129.17ms, mfu 0.97%
iter 852: loss 0.5505, time 137.50ms, mfu 0.97%
iter 853: loss 0.5512, time 136.30ms, mfu 0.97%
iter 854: loss 0.5448, time 134.30ms, mfu 0.97%
iter 855: loss 0.5471, time 136.46ms, mfu 0.97%
iter 856: loss 0.5447, time 127.49ms, mfu 0.97%
iter 857: loss 0.5362, time 142.23ms, mfu 0.97%
iter 858: loss 0.5458, time 130.10ms, mfu 0.97%
iter 859: loss 0.5575, time 129.37ms, mfu 0.97%
iter 860: loss 0.5492, time 136.70ms, mfu 0.97%
iter 861: loss 0.5337, time 133.77ms, mfu 0.97%
iter 862: loss 0.5410, time 134.15ms, mfu 0.97%
iter 863: loss 0.5430, time 135.20ms, mfu 0.97%
iter 864: loss 0.5346, time 136.93ms, mfu 0.97%
iter 865: loss 0.5392, time 130.38ms, mfu 0.97%
iter 866: loss 0.5381, time 128.82ms, mfu 0.98%
iter 867: loss 0.5372, time 139.60ms, mfu 0.97%
iter 868: loss 0.5414, time 135.71ms, mfu 0.97%
iter 869: loss 0.5368, time 137.54ms, mfu 0.97%
iter 870: loss 0.5308, time 136.83ms, mfu 0.97%
iter 871: loss 0.5371, time 136.56ms, mfu 0.97%
iter 872: loss 0.5269, time 134.80ms, mfu 0.97%
iter 873: loss 0.5310, time 146.43ms, mfu 0.96%
iter 874: loss 0.5322, time 131.06ms, mfu 0.96%
iter 875: loss 0.5302, time 132.17ms, mfu 0.96%
iter 876: loss 0.5329, time 137.93ms, mfu 0.96%
iter 877: loss 0.5329, time 130.90ms, mfu 0.97%
iter 878: loss 0.5225, time 138.68ms, mfu 0.96%
iter 879: loss 0.5384, time 129.74ms, mfu 0.97%
iter 880: loss 0.5370, time 130.82ms, mfu 0.97%
iter 881: loss 0.5312, time 138.13ms, mfu 0.97%
iter 882: loss 0.5221, time 129.51ms, mfu 0.97%
iter 883: loss 0.5346, time 130.65ms, mfu 0.97%
iter 884: loss 0.5269, time 138.92ms, mfu 0.97%
iter 885: loss 0.5351, time 135.27ms, mfu 0.97%
iter 886: loss 0.5262, time 136.46ms, mfu 0.97%
iter 887: loss 0.5283, time 142.28ms, mfu 0.96%
iter 888: loss 0.5422, time 133.40ms, mfu 0.96%
iter 889: loss 0.5370, time 129.97ms, mfu 0.97%
iter 890: loss 0.5249, time 133.41ms, mfu 0.97%
iter 891: loss 0.5412, time 131.20ms, mfu 0.97%
iter 892: loss 0.5443, time 132.36ms, mfu 0.97%
iter 893: loss 0.5302, time 139.24ms, mfu 0.97%
iter 894: loss 0.5250, time 132.75ms, mfu 0.97%
iter 895: loss 0.5584, time 132.50ms, mfu 0.97%
iter 896: loss 0.5323, time 139.30ms, mfu 0.97%
iter 897: loss 0.5400, time 129.76ms, mfu 0.97%
